feature_order,feature,source_group,feature_flow_stage,dtype,is_numeric,rows_total,count_non_missing,missing_count,missing_pct,n_unique,mode,mode_freq,mode_pct,n_zeros,zero_pct,sum,mean,standard_error,median,std,sample_variance,confidence_level_95,min,p1,p5,q1_25,q2_50,q3_75,p95,p99,max,range,iqr,skewness,kurtosis,outlier_count_iqr,outlier_pct_iqr,target_pearson_corr,target_spearman_corr,target_corr_n_used
62,YEARS_BUILD_MODE,Raw application column from application_train.csv,00 Raw application,float64,True,307511,103023,204488,66.49778381911543,154,0.8301,2960,2.8731448317366026,103.0,0.09997767488813178,78260.1159,0.7596373227337585,0.0003430549723543564,0.7648,0.11011102734194828,0.01212443834229928,0.0006723877458145385,0.0,0.3662,0.608,0.6994,0.7648,0.8236,0.9543,0.9869,1.0,1.0,0.12419999999999998,-1.0023049025556345,4.76447370869437,2537.0,2.4625569047688383,-0.022068203834856515,-0.023078045848457067,103023.0
63,COMMONAREA_MODE,Raw application column from application_train.csv,00 Raw application,float64,True,307511,92646,214865,69.87229725115525,3128,0.0,9690,10.459167152386502,9690.0,10.459167152386502,3942.378,0.042553137750145714,0.0002445791392065744,0.019,0.07444452253839155,0.0055419869359690874,0.0004793751128448858,0.0,0.0,0.0,0.0072,0.019,0.049,0.1532,0.3655550000000003,1.0,1.0,0.041800000000000004,5.620589225272556,48.86099191069154,7938.0,8.568097921119099,-0.016340337311304107,-0.01612661007150998,92646.0
64,ELEVATORS_MODE,Raw application column from application_train.csv,00 Raw application,float64,True,307511,143620,163891,53.29597965601231,26,0.0,89498,62.31583344938031,89498.0,62.31583344938031,10698.2159,0.07448973610917699,0.00034898631395826083,0.0,0.13225614415050652,0.017491687665559558,0.0006840131753581912,0.0,0.0,0.0,0.0,0.0,0.1208,0.3222,0.6042,1.0,1.0,0.1208,2.5522810986823834,8.59794286605391,9732.0,6.776215011836792,-0.03213117100499517,-0.03684460103810273,143620.0
65,ENTRANCES_MODE,Raw application column from application_train.csv,00 Raw application,float64,True,307511,152683,154828,50.3487680115508,30,0.1379,36041,23.605116483171017,387.0,0.25346633220463316,22168.4507,0.14519265864569075,0.00025842056433039403,0.1379,0.10097698816024665,0.010196352137914592,0.0005065043060875722,0.0,0.0345,0.0345,0.069,0.1379,0.2069,0.3103,0.5172,1.0,1.0,0.1379,2.3923433156059972,11.422457776502654,3840.0,2.515014769162251,-0.017387422304883094,-0.0216349349505713,152683.0
66,FLOORSMAX_MODE,Raw application column from application_train.csv,00 Raw application,float64,True,307511,154491,153020,49.76082156410665,25,0.1667,65550,42.42965609647164,3415.0,2.210484753157142,34345.674,0.2223150474784939,0.00036562308094692823,0.1667,0.14370940659531573,0.020652393543977778,0.0007166212386559794,0.0,0.0,0.0417,0.1667,0.1667,0.3333,0.4583,0.6667,1.0,1.0,0.1666,1.244342500189543,2.535687486366016,5104.0,3.3037523221417433,-0.04322626321381968,-0.04535749234823587,154491.0
67,FLOORSMIN_MODE,Raw application column from application_train.csv,00 Raw application,float64,True,307511,98869,208642,67.84862980511267,25,0.2083,34403,34.796548968837556,2517.0,2.5457929179014656,22547.9151,0.22805849255074895,0.0005125385927766778,0.2083,0.16115977149547595,0.025972471948474025,0.0010045756418422885,0.0,0.0,0.0417,0.0833,0.2083,0.375,0.5,0.7083,1.0,1.0,0.2917,0.9638347550188309,1.3537255903892857,320.0,0.323660601401855,-0.032697825310475166,-0.030817160386730283,98869.0
68,LANDAREA_MODE,Raw application column from application_train.csv,00 Raw application,float64,True,307511,124921,182590,59.376737742714894,3563,0.0,17453,13.971229817244499,17453.0,13.971229817244499,8114.5788999999995,0.06495768445657656,0.0002312978048671408,0.0458,0.08175027780843543,0.006683107921756371,0.000453343697539596,0.0,0.0,0.0,0.0166,0.0458,0.0841,0.1956,0.37888000000000177,1.0,1.0,0.06749999999999999,4.37702654968116,33.2732701030747,7033.0,5.629958133540398,-0.0101741035676604,-0.011601187578968542,124921.0
69,LIVINGAPARTMENTS_MODE,Raw application column from application_train.csv,00 Raw application,float64,True,307511,97312,210199,68.35495315614726,736,0.0551,4931,5.0672065110161135,519.0,0.5333360736599803,10280.512300000002,0.10564485674942456,0.00031377095743502953,0.0771,0.09788044657879372,0.00958058182246409,0.0006149910765726579,0.0,0.0028,0.011,0.0542,0.0771,0.1313,0.2948,0.4885,1.0,1.0,0.0771,2.902671828936421,14.2249939441676,7469.0,7.67531239723775,-0.023393245570197427,-0.02921161740950205,97312.0
70,LIVINGAREA_MODE,Raw application column from application_train.csv,00 Raw application,float64,True,307511,153161,154350,50.193326417591564,5301,0.0,444,0.28989102970077235,444.0,0.28989102970077235,16231.2447,0.10597505043712172,0.0002857876844425252,0.0731,0.1118452658778338,0.012509363499283334,0.0005601438615073493,0.0,0.0019,0.0079,0.0427,0.0731,0.1252,0.3229999999999999,0.5616399999999994,1.0,1.0,0.0825,2.902491126966768,12.459061860591628,13105.0,8.556355730244643,-0.03068461576564147,-0.03906012794857963,153161.0
71,NONLIVINGAPARTMENTS_MODE,Raw application column from application_train.csv,00 Raw application,float64,True,307511,93997,213514,69.43296337366793,167,0.0,59255,63.03924593338085,59255.0,63.03924593338085,759.1562,0.008076387544283328,0.000150938946475895,0.0,0.046276266219835646,0.0021414928152491018,0.00029584033509275423,0.0,0.0,0.0,0.0,0.0,0.0039,0.0272,0.0973,1.0,1.0,0.0039,16.251819241589057,309.72694746131145,14224.0,15.132397842484336,-0.0015565608459037603,-0.0036662504718424677,93997.0
72,NONLIVINGAREA_MODE,Raw application column from application_train.csv,00 Raw application,float64,True,307511,137829,169682,55.17916432257708,3327,0.0,67126,48.70237758381763,67126.0,48.70237758381763,3724.4592999999995,0.027022319685987707,0.00018923431063419294,0.0011,0.07025385904394456,0.004935604710566431,0.0003708992488430182,0.0,0.0,0.0,0.0,0.0011,0.0231,0.1294,0.3221,1.0,1.0,0.0231,6.522450898549668,63.35707261365652,18817.0,13.652424380935797,-0.012710543748878216,-0.012511469218838427,137829.0
73,APARTMENTS_MEDI,Raw application column from application_train.csv,00 Raw application,float64,True,307511,151450,156061,50.74972927797705,1148,0.0833,7109,4.693958402112909,771.0,0.5090789039286894,17848.370499999997,0.11784992076592933,0.0002802813432308758,0.0864,0.10907590600115313,0.011897553269972395,0.0005493514327325166,0.0,0.0021,0.0083,0.0583,0.0864,0.1489,0.33,0.5501100000000093,1.0,1.0,0.09060000000000001,2.6392555066479884,11.242189573046485,10728.0,7.083525916143942,-0.029183758876693486,-0.0345447875409134,151450.0
74,BASEMENTAREA_MEDI,Raw application column from application_train.csv,00 Raw application,float64,True,307511,127568,179943,58.51595552679416,3772,0.0,14991,11.751379656340148,14991.0,11.751379656340148,11220.2249,0.08795485466574689,0.00023008518468071497,0.0758,0.08217874951463416,0.006753346871788985,0.00045096696197420127,0.0,0.0,0.0,0.0437,0.0758,0.1116,0.2231,0.3845,1.0,1.0,0.0679,3.553039527166942,25.829760825461616,7188.0,5.634641916468079,-0.022081261373189928,-0.02269069270625696,127568.0
75,YEARS_BEGINEXPLUATATION_MEDI,Raw application column from application_train.csv,00 Raw application,float64,True,307511,157504,150007,48.781019215572776,245,0.9871,4314,2.738978057700122,548.0,0.3479276716781796,153999.8926,0.9777522640694839,0.0001509251396588141,0.9816,0.05989731850511965,0.0035876887641037494,0.0002958132737312756,0.0,0.9493,0.9687,0.9767,0.9816,0.9866,0.996,0.999,1.0,1.0,0.00990000000000002,-15.573124273878925,248.39652202991456,4762.0,3.0234152783421373,-0.00999309655969653,-0.02754354178942122,157504.0
76,YEARS_BUILD_MEDI,Raw application column from application_train.csv,00 Raw application,float64,True,307511,103023,204488,66.49778381911543,151,0.8256,2994,2.9061471710200637,101.0,0.09803636081263406,77859.2482,0.7557462721916466,0.00034914672657991006,0.7585,0.11206630964404388,0.01255885775723472,0.0006843275840966237,0.0,0.3559,0.5975,0.6914,0.7585,0.8256,0.953,0.9866,1.0,1.0,0.13419999999999999,-0.9627843224572193,4.4688107032138475,2274.0,2.2072741038408896,-0.022325926477474348,-0.023357302666498797,103023.0
77,COMMONAREA_MEDI,Raw application column from application_train.csv,00 Raw application,float64,True,307511,92646,214865,69.87229725115525,3202,0.0,8691,9.380869114694644,8691.0,9.380869114694644,4131.5578000000005,0.04459510178529025,0.0002501634435871143,0.0208,0.07614426224091465,0.005797948672213182,0.000490320349430744,0.0,0.0,0.0,0.0079,0.0208,0.0513,0.1609,0.3785550000000003,1.0,1.0,0.043399999999999994,5.419238452233025,45.26358611792786,8004.0,8.639336830516159,-0.018572868907710895,-0.018516144761271128,92646.0
78,ELEVATORS_MEDI,Raw application column from application_train.csv,00 Raw application,float64,True,307511,143620,163891,53.29597965601231,46,0.0,87026,60.59462470408021,87026.0,60.59462470408021,11213.539999999999,0.07807784431137724,0.00035482052287602535,0.0,0.13446714769067492,0.01808141380806578,0.0006954482248370096,0.0,0.0,0.0,0.0,0.0,0.12,0.36,0.6,1.0,1.0,0.12,2.4578240835827048,7.96397800494117,10383.0,7.229494499373345,-0.03386287676844594,-0.03844721555141385,143620.0
79,ENTRANCES_MEDI,Raw application column from application_train.csv,00 Raw application,float64,True,307511,152683,154828,50.3487680115508,46,0.1379,35535,23.273710891192863,329.0,0.21547912996207833,22782.254999999997,0.1492127807286993,0.00025686304988471536,0.1379,0.10036839449763228,0.010073814614032341,0.0005034515777740421,0.0,0.0345,0.0345,0.069,0.1379,0.2069,0.3103,0.5172,1.0,1.0,0.1379,2.3877109978106597,11.474066736834056,3893.0,2.549727212590793,-0.01902475632739986,-0.02403192968078665,152683.0
80,FLOORSMAX_MEDI,Raw application column from application_train.csv,00 Raw application,float64,True,307511,154491,153020,49.76082156410665,49,0.1667,63607,41.17197765565631,2995.0,1.9386242564291771,34898.990099999995,0.22589659009262672,0.0003690771134404643,0.1667,0.1450670259193514,0.02104444200908577,0.0007233911423433101,0.0,0.0,0.0417,0.1667,0.1667,0.3333,0.4792,0.6667,1.0,1.0,0.1666,1.2401854976388547,2.4685546507474028,5360.0,3.4694577677664067,-0.04376792104770145,-0.04601905744417848,154491.0
81,FLOORSMIN_MEDI,Raw application column from application_train.csv,00 Raw application,float64,True,307511,98869,208642,67.84862980511267,47,0.2083,33737,34.122930342169944,2351.0,2.377893980924253,22900.525999999998,0.23162493804933798,0.0005149994238116956,0.2083,0.16193354145715616,0.02622247184885651,0.0010093988706709235,0.0,0.0,0.0417,0.0833,0.2083,0.375,0.5,0.7083,1.0,1.0,0.2917,0.9602264549841384,1.3465739325924195,344.0,0.34793514650699414,-0.03339428719113557,-0.03186155306407457,98869.0
82,LANDAREA_MEDI,Raw application column from application_train.csv,00 Raw application,float64,True,307511,124921,182590,59.376737742714894,3560,0.0,15919,12.743253736361378,15919.0,12.743253736361378,8390.7873,0.06716874904939922,0.00023247687493871015,0.0487,0.08216701028007203,0.006751417578365464,0.0004556546748798718,0.0,0.0,0.0,0.0187,0.0487,0.0868,0.1976,0.3812800000000003,1.0,1.0,0.0681,4.368292319180046,33.23797701470324,6873.0,5.501877186381794,-0.011255826639923482,-0.013393708497653109,124921.0
83,LIVINGAPARTMENTS_MEDI,Raw application column from application_train.csv,00 Raw application,float64,True,307511,97312,210199,68.35495315614726,1097,0.0513,4500,4.624301216705031,433.0,0.4449605392962841,9921.3937,0.1019544732407103,0.00030018502589989986,0.0761,0.09364233271153831,0.008768886475658438,0.0005883626507638038,0.0,0.0034,0.0103,0.0513,0.0761,0.1231,0.277,0.4617,1.0,1.0,0.0718,2.988291444856162,15.69705309611517,7927.0,8.145963498849063,-0.02462066360650482,-0.030796718183368012,97312.0
84,LIVINGAREA_MEDI,Raw application column from application_train.csv,00 Raw application,float64,True,307511,153161,154350,50.193326417591564,5281,0.0,299,0.19521940964083545,299.0,0.19521940964083545,16634.3163,0.10860673604899419,0.00028684807649158463,0.0749,0.11226025867534761,0.012602365677855958,0.0005622222299235058,0.0,0.0022,0.0083,0.0457,0.0749,0.1303,0.3255,0.558099999999997,1.0,1.0,0.08460000000000001,2.84893537121163,12.138561231946575,12907.0,8.427080000783489,-0.032739284407815074,-0.041140450434603744,153161.0
85,NONLIVINGAPARTMENTS_MEDI,Raw application column from application_train.csv,00 Raw application,float64,True,307511,93997,213514,69.43296337366793,214,0.0,56097,59.67956424141197,56097.0,59.67956424141197,813.1693,0.008651013330212667,0.00015465225832712772,0.0,0.04741472790780269,0.0022481564225709633,0.0003031184263211703,0.0,0.0,0.0,0.0,0.0,0.0039,0.0311,0.1048,1.0,1.0,0.0039,15.671995157824545,289.49245478571777,15215.0,16.186686809153482,-0.0027571486021083303,-0.005053846571573461,93997.0
86,NONLIVINGAREA_MEDI,Raw application column from application_train.csv,00 Raw application,float64,True,307511,137829,169682,55.17916432257708,3323,0.0,60954,44.22436497398951,60954.0,44.22436497398951,3891.7286999999997,0.02823592059726182,0.0001889989523460251,0.0031,0.07016648150682482,0.004923335127047589,0.00037043794659820926,0.0,0.0,0.0,0.0,0.0031,0.0266,0.1295,0.3212720000000001,1.0,1.0,0.0266,6.508830983416643,63.654035193281096,17254.0,12.518410494163057,-0.013336719980274005,-0.0131502037948011,137829.0
87,FONDKAPREMONT_MODE,Raw application column from application_train.csv,00 Raw application,str,False,307511,97216,210295,68.38617155158677,4,reg oper account,73830,75.94428900592494,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,HOUSETYPE_MODE,Raw application column from application_train.csv,00 Raw application,str,False,307511,153214,154297,50.176091261776,3,block of flats,150503,98.230579450964,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,TOTALAREA_MODE,Raw application column from application_train.csv,00 Raw application,float64,True,307511,159080,148431,48.26851722377411,5116,0.0,582,0.3658536585365854,582.0,0.3658536585365854,16313.1231,0.1025466626854413,0.0002694315427824872,0.0688,0.10746232414961877,0.011548151111637739,0.0005280858238536749,0.0,0.0016,0.0067,0.0412,0.0688,0.1276,0.3092,0.5258,1.0,1.0,0.08639999999999999,2.7975715203286953,12.167529977595278,12091.0,7.600578325370883,-0.03259554675894153,-0.04007051671264386,159080.0
90,WALLSMATERIAL_MODE,Raw application column from application_train.csv,00 Raw application,str,False,307511,151170,156341,50.8407829313423,7,Panel,66040,43.685916517827614,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,EMERGENCYSTATE_MODE,Raw application column from application_train.csv,00 Raw application,str,False,307511,161756,145755,47.39830445089769,2,No,159428,98.560795271891,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,OBS_30_CNT_SOCIAL_CIRCLE,Raw application column from application_train.csv,00 Raw application,float64,True,307511,306490,1021,0.3320206431639844,33,0.0,163910,53.47972201376881,163910.0,53.47972201376881,435904.0,1.4222454239942575,0.004336925579841069,0.0,2.400988746109008,5.764746958942106,0.008500374136488496,0.0,0.0,0.0,0.0,0.0,2.0,6.0,10.0,348.0,348.0,2.0,12.139597764869443,1424.8155517207315,19971.0,6.516036412280989,0.009130665702776403,0.00937411166721636,306490.0
93,DEF_30_CNT_SOCIAL_CIRCLE,Raw application column from application_train.csv,00 Raw application,float64,True,307511,306490,1021,0.3320206431639844,10,0.0,271324,88.5262161897615,271324.0,88.5262161897615,43957.0,0.1434206662533851,0.00080687502096756,0.0,0.4466984293815287,0.19953948681192457,0.0015814750410964177,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,34.0,34.0,0.0,5.1835179524202655,126.31244485682747,35166.0,11.473783810238507,0.0322475792530443,0.03219800210152161,306490.0
94,OBS_60_CNT_SOCIAL_CIRCLE,Raw application column from application_train.csv,00 Raw application,float64,True,307511,306490,1021,0.3320206431639844,33,0.0,164666,53.7263858527195,164666.0,53.7263858527195,430708.0,1.4052921791901856,0.0042986582294135866,0.0,2.3798033519793806,5.663463994092296,0.00842537012965063,0.0,0.0,0.0,0.0,0.0,2.0,6.0,10.0,344.0,344.0,2.0,12.07082869769741,1409.704556888041,19564.0,6.383242520147476,0.009022143630214854,0.009223089174603344,306490.0
95,DEF_60_CNT_SOCIAL_CIRCLE,Raw application column from application_train.csv,00 Raw application,float64,True,307511,306490,1021,0.3320206431639844,9,0.0,280721,91.59222160592515,280721.0,91.59222160592515,30664.0,0.10004894123788705,0.0006544088378794579,0.0,0.3622908039755738,0.13125462664526763,0.0012826413222437375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,24.0,24.0,0.0,5.27787829269804,86.5628555880533,25769.0,8.407778394074846,0.03127647212643644,0.030905595586074416,306490.0
96,DAYS_LAST_PHONE_CHANGE,Raw application column from application_train.csv,00 Raw application,float64,True,307511,307510,1,0.00032519161916159093,3773,0.0,37672,12.250658515170239,37672.0,12.250658515170239,-296088706.0,-962.8587883320868,1.4909919693250044,-757.0,826.8084870406566,683612.2742424597,2.922344259877008,-4292.0,-3149.0,-2522.0,-1570.0,-757.0,-274.0,0.0,0.0,0.0,4292.0,1296.0,-0.7136056678591619,-0.30857994139448897,435.0,0.1414588143475009,0.055218483513459427,0.05371085511087418,307510.0
97,FLAG_DOCUMENT_2,Raw application column from application_train.csv,00 Raw application,int64,True,307511,307511,0,0.0,2,0,307498,99.99577250895089,307498.0,99.99577250895089,13.0,4.2274910491006824e-05,1.1724721798067227e-05,0.0,0.006501789045489792,4.2273260792051054e-05,2.2980454724211766e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,153.79181737639308,23650.076908069892,13.0,0.004227491049100683,0.005417144279619401,0.005417144279619354,307511.0
98,FLAG_DOCUMENT_3,Raw application column from application_train.csv,00 Raw application,int64,True,307511,307511,0,0.0,2,1,218340,71.00233812774177,89171.0,28.997661872258227,218340.0,0.7100233812774177,0.0008182541079043077,1.0,0.4537519684327392,0.20589084885658554,0.001603778051492443,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.9257248975408139,-1.143040848261434,0.0,0.0,0.04434634685114491,0.044346346851145,307511.0
99,FLAG_DOCUMENT_4,Raw application column from application_train.csv,00 Raw application,int64,True,307511,307511,0,0.0,2,0,307486,99.99187020952095,307486.0,99.99187020952095,25.0,8.129790479039775e-05,1.625894644610061e-05,0.0,0.00901618321655089,8.129155979441397e-05,3.186753503435719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,110.89436438827012,12295.640021860136,25.0,0.008129790479039774,-0.002672082170162238,-0.0026720821701620738,307511.0
100,FLAG_DOCUMENT_5,Raw application column from application_train.csv,00 Raw application,int64,True,307511,307511,0,0.0,2,0,302863,98.48850935413692,302863.0,98.48850935413692,4648.0,0.015114906458630749,0.00022002189074425774,0.0,0.12201022281354128,0.01488649447100999,0.00043124290585874514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.94832164046238,61.17621478004706,4648.0,1.5114906458630748,-0.00031577741664633847,-0.000315777416646406,307511.0
101,FLAG_DOCUMENT_6,Raw application column from application_train.csv,00 Raw application,int64,True,307511,307511,0,0.0,2,0,280433,91.19446133634244,280433.0,91.19446133634244,27078.0,0.0880553866365756,0.0005110137355813228,0.0,0.2833758928629899,0.08030189665589674,0.0010015869217393926,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.9074265170378446,6.453170922274535,27078.0,8.80553866365756,-0.028601893973061607,-0.02860189397306154,307511.0
102,FLAG_DOCUMENT_7,Raw application column from application_train.csv,00 Raw application,int64,True,307511,307511,0,0.0,2,0,307452,99.98081369446946,307452.0,99.98081369446946,59.0,0.00019186305530533867,2.4976086502689847e-05,0.0,0.01385015767701742,0.00019182686767824455,4.89531295452721e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,72.17410794731333,5207.135724328347,59.0,0.019186305530533868,-0.0015195031600879014,-0.001519503160087956,307511.0
103,FLAG_DOCUMENT_8,Raw application column from application_train.csv,00 Raw application,int64,True,307511,307511,0,0.0,2,0,282487,91.86240492210035,282487.0,91.86240492210035,25024.0,0.08137595077899652,0.0004930458659432661,0.0,0.27341204894451304,0.07475414850803679,0.0009663698972488015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0622408450208147,7.377366974029726,25024.0,8.137595077899652,-0.008040384466056741,-0.008040384466056816,307511.0
104,FLAG_DOCUMENT_9,Raw application column from application_train.csv,00 Raw application,int64,True,307511,307511,0,0.0,2,0,306313,99.61042044024441,306313.0,99.61042044024441,1198.0,0.00389579559755586,0.00011233648900564234,0.0,0.062294710800393685,0.0038806309937046857,0.00022017951845105897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.927754527720971,251.6950012773936,1198.0,0.389579559755586,-0.004352408580842179,-0.004352408580842071,307511.0
105,FLAG_DOCUMENT_10,Raw application column from application_train.csv,00 Raw application,int64,True,307511,307511,0,0.0,2,0,307504,99.99772365866588,307504.0,99.99772365866588,7.0,2.276341334131137e-05,8.603677590623312e-06,0.0,0.004771055354069213,2.27629691915925e-05,1.686320807762169e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,209.58905368788848,43925.85711219651,7.0,0.0022763413341311367,-0.0014138915975241465,-0.0014138915975241038,307511.0
106,FLAG_DOCUMENT_11,Raw application column from application_train.csv,00 Raw application,int64,True,307511,307511,0,0.0,2,0,306308,99.60879448214861,306308.0,99.60879448214861,1203.0,0.003912055178513939,0.00011256975121584734,0.0,0.06242406326684518,0.0038967636747430897,0.00022063671238306076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.894228775037027,250.6281383965753,1203.0,0.3912055178513939,-0.004229349652160027,-0.004229349652160107,307511.0
107,FLAG_DOCUMENT_12,Raw application column from application_train.csv,00 Raw application,int64,True,307511,307511,0,0.0,2,0,307509,99.99934961676168,307509.0,99.99934961676168,2.0,6.503832383231819e-06,4.598896504228326e-06,0.0,0.0025502570915978662,6.503811233245207e-06,9.01383714828752e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,392.1147791020433,153752.99997398446,2.0,0.0006503832383231819,-0.0007557507043579018,-0.0007557507043578988,307511.0
108,FLAG_DOCUMENT_13,Raw application column from application_train.csv,00 Raw application,int64,True,307511,307511,0,0.0,2,0,306427,99.64749228482883,306427.0,99.64749228482883,1084.0,0.003525077151711646,0.00010687789178627341,0.0,0.05926771807375309,0.003512662405669879,0.00020948066790109587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.753746153720634,278.6898227351608,1084.0,0.3525077151711646,-0.01158322234141919,-0.011583222341419367,307511.0
109,FLAG_DOCUMENT_14,Raw application column from application_train.csv,00 Raw application,int64,True,307511,307511,0,0.0,2,0,306608,99.70635196789709,306608.0,99.70635196789709,903.0,0.0029364803210291664,9.757652310895138e-05,0.0,0.054109767376428794,0.0029278669255312375,0.00019124998529354472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,18.37253333801408,335.55216363142495,903.0,0.2936480321029166,-0.009463821935576834,-0.009463821935576966,307511.0
110,FLAG_DOCUMENT_15,Raw application column from application_train.csv,00 Raw application,int64,True,307511,307511,0,0.0,2,0,307139,99.87902871767189,307139.0,99.87902871767189,372.0,0.0012097128232811183,6.268284154116682e-05,0.0,0.034759938827692606,0.0012082533473049318,0.000122858369420687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,28.699333086792446,821.6570635464354,372.0,0.12097128232811183,-0.006535657584094851,-0.006535657584094948,307511.0
111,FLAG_DOCUMENT_16,Raw application column from application_train.csv,00 Raw application,int64,True,307511,307511,0,0.0,2,0,304458,99.00718998669966,304458.0,99.00718998669966,3053.0,0.009928100133003373,0.0001787873634749905,0.0,0.09914416233784908,0.009829564925673771,0.0003504232324109814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.886110804249117,95.73580948350683,3053.0,0.9928100133003372,-0.011614671588293374,-0.011614671588293416,307511.0
112,FLAG_DOCUMENT_17,Raw application column from application_train.csv,00 Raw application,int64,True,307511,307511,0,0.0,2,0,307429,99.97333428722875,307429.0,99.97333428722875,82.0,0.0002666571277125046,2.9443474990793692e-05,0.0,0.016327488741596615,0.00026658688860696424,5.770921098195563e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,61.21414027402438,3745.195327610547,82.0,0.026665712771250457,-0.0033775691474139833,-0.003377569147413886,307511.0
113,FLAG_DOCUMENT_18,Raw application column from application_train.csv,00 Raw application,int64,True,307511,307511,0,0.0,2,0,305011,99.18702095209603,305011.0,99.18702095209603,2500.0,0.008129790479039774,0.00016193378914226278,0.0,0.08979823610939557,0.008063723208358754,0.00031739022671883497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.95507951813095,118.01453479528313,2500.0,0.8129790479039775,-0.007952385099462445,-0.007952385099462434,307511.0
114,FLAG_DOCUMENT_19,Raw application column from application_train.csv,00 Raw application,int64,True,307511,307511,0,0.0,2,0,307328,99.94048993369343,307328.0,99.94048993369343,183.0,0.0005951006630657115,4.397808683990888e-05,0.0,0.024387465065862264,0.0005947484523386523,8.61970502062214e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,40.956134313679925,1675.415834543908,183.0,0.05951006630657115,-0.0013575183243008221,-0.001357518324300822,307511.0
115,FLAG_DOCUMENT_20,Raw application column from application_train.csv,00 Raw application,int64,True,307511,307511,0,0.0,2,0,307355,99.9492701074108,307355.0,99.9492701074108,156.0,0.0005072989258920819,4.060618259910987e-05,0.0,0.02251762026844613,0.0005070432225539359,7.958811789425534e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,44.36489680146024,1966.256856409192,156.0,0.05072989258920819,0.000215393557977287,0.00021539355797734234,307511.0
116,FLAG_DOCUMENT_21,Raw application column from application_train.csv,00 Raw application,int64,True,307511,307511,0,0.0,2,0,307408,99.96650526322635,307408.0,99.96650526322635,103.0,0.0003349473677364387,3.299787080603433e-05,0.0,0.01829853182243764,0.0003348362668567629,6.467582677982729e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,54.61293914066448,2980.5925068559472,103.0,0.03349473677364387,0.00370862502930652,0.0037086250293065937,307511.0
117,AMT_REQ_CREDIT_BUREAU_HOUR,Raw application column from application_train.csv,00 Raw application,float64,True,307511,265992,41519,13.501630835970097,5,0.0,264366,99.38870341965172,264366.0,99.38870341965172,1703.0,0.006402448193930645,0.0001625789316303044,0.0,0.08384912844747724,0.007030676341401537,0.0003186547059953966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,14.534062061826708,254.24361965653017,1626.0,0.6112965803482812,0.0009304246096946643,0.0009914677777258583,265992.0
118,AMT_REQ_CREDIT_BUREAU_DAY,Raw application column from application_train.csv,00 Raw application,float64,True,307511,265992,41519,13.501630835970097,9,0.0,264503,99.44020872808204,264503.0,99.44020872808204,1862.0,0.0070002105326475985,0.0002147526292015841,0.0,0.11075740632435452,0.012267203055698166,0.0004209151532351048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,27.043504708921247,1151.8675941767497,1489.0,0.5597912719179524,0.002704401378041667,0.004916467224704288,265992.0
