feature,count,missing,missing_pct,n_unique,mean,std,min,p1,p5,q1_p25,p25,q2_p50_median,p50,median,q3_p75,p75,p95,p99,max,range,iqr_q3_minus_q1,skewness,kurtosis,outlier_count_iqr,outlier_pct_iqr,distribution_shape
INST_AMT_PAYMENT_MEAN,291635,15876,5.163,288396,18754.310244850072,25105.35612180993,0.189,2258.7761682692308,3776.4652451612906,7478.370187500001,7478.370187500001,12225.755769230767,12225.755769230767,12225.755769230767,21352.864652406417,21352.864652406417,54119.30701648352,106922.84776297733,2504589.66,2504589.4710000004,13874.494464906416,16.0985,850.0679,24082,8.258,lệch phải mạnh
INST_DAYS_EARLY_POSITIVE_MEAN,291635,15876,5.163,57205,12.267749865547556,9.142992816800476,0.0,1.4723939393939396,3.255543113101904,6.6751623376623375,6.6751623376623375,10.12162162162162,10.12162162162162,10.12162162162162,15.142857142857142,15.142857142857142,28.2,45.55212121212095,295.0,295.0,8.467694805194805,3.6384,35.6262,15151,5.195,lệch phải mạnh
INST_PAYMENT_RATIO_MIN,291632,15879,5.164,116715,0.5958911931779198,0.4722038202400206,0.0,1.6871645202466695e-05,0.0001896148342662,0.0144443639732729,0.0144443639732729,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6004950864800846,1.6004950864800846,0.985555636026727,-0.342,-1.8399,0,0.0,gần đối xứng
INST_PAYMENT_RATIO_MEAN,291632,15879,5.164,42700,1.382974593589632,30.17896588878728,0.3333333333333333,0.6666666666666666,0.7916666666666666,0.953846153846154,0.953846153846154,1.0,1.0,1.0,1.0,1.0,1.2480591600489968,2.0743128552725465,8482.446154543808,8482.112821210474,0.0461538461538459,159.9077,32788.9135,62855,21.553,lệch phải mạnh
PREV_DAYS_DECISION_RECENT,291057,16454,5.351,2922,-480.8168193858935,540.1860885259887,-2922.0,-2590.0,-1770.0,-595.0,-595.0,-299.0,-299.0,-299.0,-147.0,-147.0,-22.0,-5.0,-1.0,2921.0,448.0,-2.2244,5.1324,23982,8.24,lệch trái mạnh
PREV_CANCELED_RATE,291057,16454,5.351,362,0.1251324380692123,0.1869656093146297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.6666666666666666,1.0,1.0,0.25,1.3383,0.8475,4716,1.62,lệch phải mạnh
PREV_DAYS_DECISION_OLDEST,291057,16454,5.351,2921,-1539.8220760881889,864.664261709607,-2922.0,-2902.0,-2820.0,-2391.0,-2391.0,-1503.0,-1503.0,-1503.0,-725.0,-725.0,-305.0,-172.0,-2.0,2920.0,1666.0,-0.0505,-1.4149,0,0.0,gần đối xứng
PREV_APPROVAL_RATE,291057,16454,5.351,362,0.7488553255770103,0.262331812489157,0.0,0.1428571428571428,0.2777777777777778,0.5,0.5,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,-0.5785,-0.8786,0,0.0,lệch trái vừa
PREV_DAYS_DECISION_MEAN,291057,16454,5.351,60029,-919.5741567654007,577.7659366505625,-2922.0,-2635.0,-2088.0,-1247.0,-1247.0,-789.0,-789.0,-789.0,-466.8,-466.8,-232.0,-139.0,-2.0,2920.0,780.2,-0.9894,0.5647,6868,2.36,lệch trái vừa
PREV_AMT_CREDIT_MAX,291057,16454,5.351,58510,413865.5665423268,457538.38266570587,0.0,20520.0,38331.0,104431.5,104431.5,225000.0,225000.0,225000.0,547344.0,547344.0,1350000.0,2076157.0800000064,4509688.5,4509688.5,442912.5,2.0005,5.0273,23933,8.223,lệch phải mạnh
PREV_AMT_APPLICATION_MAX,291057,16454,5.351,48662,374590.4658421031,421995.1349588207,0.0,19935.0,37482.3,98311.5,98311.5,202500.0,202500.0,202500.0,454500.0,454500.0,1282500.0,1935000.0,5850000.0,5850000.0,356188.5,2.1105,5.687,29349,10.084,lệch phải mạnh
PREV_AMT_CREDIT_MEAN,291057,16454,5.351,210626,170070.01881090883,165737.17839751832,0.0,16811.34,29322.0,66849.42857142857,66849.42857142857,117450.0,117450.0,117450.0,216072.0,216072.0,480402.3000000001,787620.96,4050000.0,4050000.0,149222.57142857142,3.2939,23.1197,18673,6.416,lệch phải mạnh
PREV_AMT_APPLICATION_MEAN,291057,16454,5.351,191746,154005.4864227312,153287.83105431648,0.0,14263.02,27420.24,61925.7375,61925.7375,106002.0,106002.0,106002.0,191250.0,191250.0,441000.0,732384.0514285715,4050000.0,4050000.0,129324.2625,3.588,27.5099,20369,6.998,lệch phải mạnh
PREV_REFUSAL_RATE,291057,16454,5.351,397,0.1109016205101216,0.184348362413965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7272727272727273,1.0,1.0,0.2,1.7248,2.4479,11158,3.834,lệch phải mạnh
PREV_AMT_ANNUITY_MEAN,290640,16871,5.486,267474,14532.05278087016,10007.483471519216,0.0,2700.36765,4253.995875,7835.9671875,7835.9671875,11984.355,11984.355,11984.355,18330.3135,18330.3135,33068.810999999994,50074.54942499989,300425.445,300425.445,10494.3463125,2.5319,15.9805,13063,4.495,lệch phải mạnh
PREV_CREDIT_APPLICATION_RATIO_MEAN,290042,17469,5.681,243473,1.018117832542118,0.1036207550302227,0.2,0.7092904854821501,0.8545194902983799,0.9727882665982318,0.9727882665982318,1.0209517219991842,1.0209517219991842,1.0209517219991842,1.0768892517794282,1.0768892517794282,1.1607065477427108,1.2446960355380765,10.18,9.98,0.1041009851811963,3.4129,275.7796,13209,4.554,lệch phải mạnh
POS_SK_DPD_DEF_MEAN,289444,18067,5.875,4471,0.214863224878405,12.9263048803181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3555555555555555,1.4615384615384617,1740.5544554455446,1740.5544554455446,0.0,102.1983,11181.8843,39890,13.782,lệch phải mạnh
POS_SK_DPD_DEF_MAX,289444,18067,5.875,200,1.46882989455646,30.609585895560578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,3373.0,3373.0,0.0,86.7012,8092.3664,39890,13.782,lệch phải mạnh
POS_SK_DPD_MAX,289444,18067,5.875,1919,15.69764444935808,153.16924603468092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,314.0,4231.0,4231.0,0.0,14.7487,246.6101,54683,18.892,lệch phải mạnh
POS_MONTHS_BALANCE_OLDEST,289444,18067,5.875,96,-52.703341579027374,29.61049979978734,-96.0,-96.0,-96.0,-81.0,-81.0,-51.0,-51.0,-51.0,-25.0,-25.0,-10.0,-6.0,-1.0,95.0,56.0,-0.0417,-1.4265,0,0.0,gần đối xứng
POS_MONTHS_BALANCE_RECENT,289444,18067,5.875,96,-12.56070949821036,18.66288767927002,-96.0,-84.0,-60.0,-15.0,-15.0,-4.0,-4.0,-4.0,-2.0,-2.0,-1.0,-1.0,-1.0,95.0,13.0,-2.2933,4.9259,31619,10.924,lệch trái mạnh
POS_SK_DPD_MEAN,289444,18067,5.875,10768,4.406493281207455,60.38837180294773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,41.92528409090929,2622.078431372549,2622.078431372549,0.0,20.1257,479.3256,54683,18.892,lệch phải mạnh
POS_DPD_DEF_MONTH_RATE,289444,18067,5.875,1258,0.0101869222182738,0.039995845350619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.1904761904761904,1.0,1.0,0.0,7.5419,85.4333,39890,13.782,lệch phải mạnh
POS_DPD_MONTH_RATE,289444,18067,5.875,2499,0.0216414605286144,0.0799270586881941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1219512195121951,0.4166666666666667,1.0,1.0,0.0,6.5833,54.1044,54683,18.892,lệch phải mạnh
POS_CNT_INSTALMENT_MAX,289420,18091,5.883,61,20.426173035726627,13.949578260279118,1.0,4.0,6.0,12.0,12.0,12.0,12.0,12.0,24.0,24.0,48.0,60.0,84.0,83.0,12.0,1.3049,0.9647,27794,9.603,lệch phải mạnh
POS_CNT_INSTALMENT_FUTURE_MEAN,289420,18091,5.883,39840,9.178496837012332,6.532598693786712,0.0,1.3948531211750306,2.8,5.0,5.0,6.95,6.95,6.95,11.674488652283552,11.674488652283552,22.5,32.2353852080123,60.0,60.0,6.674488652283552,1.9206,5.169,16223,5.605,lệch phải mạnh
POS_CNT_INSTALMENT_FUTURE_MIN,289420,18091,5.883,61,0.5635305092944509,2.765748102435567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,60.0,60.0,0.0,8.5278,102.3339,27496,9.5,lệch phải mạnh
POS_CNT_INSTALMENT_MEAN,289420,18091,5.883,41222,14.63977423475534,7.96773382191413,1.0,4.0,5.909090909090909,9.625,9.625,12.0,12.0,12.0,18.55555555555556,18.55555555555556,30.266713615023463,40.875,72.0,71.0,8.93055555555556,1.4995,3.0418,11725,4.051,lệch phải mạnh
AMT_REQ_CREDIT_BUREAU_WEEK,265992,41519,13.502,9,0.0343619356973142,0.2046848758128245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.0,9.2936,166.7522,8536,3.209,lệch phải mạnh
AMT_REQ_CREDIT_BUREAU_HOUR,265992,41519,13.502,5,0.0064024481939306,0.0838491284474772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,14.5341,254.2436,1626,0.611,lệch phải mạnh
AMT_REQ_CREDIT_BUREAU_MON,265992,41519,13.502,24,0.2673952600078197,0.9160023961526176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,27.0,27.0,0.0,7.8048,90.4349,43759,16.451,lệch phải mạnh
AMT_REQ_CREDIT_BUREAU_QRT,265992,41519,13.502,11,0.2654741495984841,0.7940556483207578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,261.0,261.0,0.0,134.3658,43707.4648,50575,19.014,lệch phải mạnh
AMT_REQ_CREDIT_BUREAU_YEAR,265992,41519,13.502,25,1.899974435321363,1.869294998181557,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,6.0,8.0,25.0,25.0,3.0,1.2436,1.969,3364,1.265,lệch phải mạnh
AMT_REQ_CREDIT_BUREAU_DAY,265992,41519,13.502,9,0.0070002105326475,0.1107574063243545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,27.0435,1151.8676,1489,0.56,lệch phải mạnh
BUREAU_DAYS_CREDIT_OLDEST,263491,44020,14.315,2922,-1762.3748818745232,863.8621809632908,-2922.0,-2912.0,-2868.0,-2583.0,-2583.0,-1827.0,-1827.0,-1827.0,-1035.0,-1035.0,-295.0,-88.0,0.0,2922.0,1548.0,0.3048,-1.2323,0,0.0,gần đối xứng
BUREAU_CREDIT_DAY_OVERDUE_MEAN,263491,44020,14.315,1541,1.035863097043655,25.825412292572874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2776.0,2776.0,0.0,52.9637,4026.9062,3397,1.289,lệch phải mạnh
BUREAU_OVERDUE_RATE,263491,44020,14.315,69,0.0031406310163506,0.0361054254791646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,1.0,0.0,18.032,409.5481,3594,1.364,lệch phải mạnh
BUREAU_AMT_OVERDUE_MAX,263491,44020,14.315,1203,184.97019262517503,14388.240178809756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,3756681.0,3756681.0,0.0,178.4196,39602.4631,3334,1.265,lệch phải mạnh
BUREAU_ACTIVE_RATE,263491,44020,14.315,296,0.4129718863197884,0.308404377345084,0.0,0.0,0.0,0.2,0.2,0.375,0.375,0.375,0.6,0.6,1.0,1.0,1.0,1.0,0.3999999999999999,0.4772,-0.6152,0,0.0,gần đối xứng
BUREAU_CREDIT_DAY_OVERDUE_MAX,263491,44020,14.315,868,4.772758841857976,89.14127391336616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2792.0,2792.0,0.0,23.0395,570.089,3397,1.289,lệch phải mạnh
BUREAU_DAYS_CREDIT_RECENT,263491,44020,14.315,2923,-489.2978166237177,537.5741451613144,-2922.0,-2605.1,-1645.0,-620.0,-620.0,-300.0,-300.0,-300.0,-143.0,-143.0,-39.0,-14.0,0.0,2922.0,477.0,-2.1412,4.858,20536,7.794,lệch trái mạnh
BUREAU_AMT_DEBT_MEAN,256131,51380,16.708,169324,160390.07697277027,526650.0790171248,-1083614.67,0.0,0.0,0.0,0.0,44208.035,44208.035,44208.035,142136.25,142136.25,609958.35,1935000.0,43650000.0,44733614.67,142136.25,19.6092,852.6628,25083,9.793,lệch phải mạnh
BUREAU_DEBT_CREDIT_RATIO_MAX,254877,52634,17.116,150668,2.769627444332881,399.0097018736148,-1.6200788666666668,0.0,0.0,0.0,0.0,0.7607871958477582,0.7607871958477582,0.7607871958477582,0.952030574292722,0.952030574292722,1.01576002,1.4187558845808397,139396.0,139397.62007886666,0.952030574292722,308.9273,102268.5528,1139,0.447,lệch phải mạnh
BUREAU_DEBT_CREDIT_RATIO_MEAN,254877,52634,17.116,179453,0.4299125782488398,25.795088731908557,-155.213164951038,0.0,0.0,0.0,0.0,0.188208194730439,0.188208194730439,0.188208194730439,0.3758576498073733,0.3758576498073733,0.8324130357251524,1.0,7744.318080601625,7899.531245552664,0.3758576498073733,232.3108,59869.6267,6768,2.655,lệch phải mạnh
APP_EMPLOYED_YEARS,252137,55374,18.007,12573,6.527499862048477,6.402081210238658,-0.0,0.3039014373716632,0.5639972621492129,2.099931553730322,2.099931553730322,4.511978097193703,4.511978097193703,4.511978097193703,8.692676249144421,8.692676249144421,19.96167008898015,31.04251882272408,49.0403832991102,49.0403832991102,6.592744695414099,1.9683,4.7527,15149,6.008,lệch phải mạnh
DAYS_EMPLOYED,252137,55374,18.007,12573,-2384.1693246132063,2338.36016203967,-17912.0,-11338.28,-7291.0,-3175.0,-3175.0,-1648.0,-1648.0,-1648.0,-767.0,-767.0,-206.0,-111.0,0.0,17912.0,2408.0,-1.9683,4.7527,15149,6.008,lệch trái mạnh
EXT_SOURCE_3,246546,60965,19.825,814,0.5108529061799657,0.1948443644637488,0.0005272652387098,0.0646719558983517,0.1547436312725944,0.3706496323299817,0.3706496323299817,0.5352762504724826,0.5352762504724826,0.5352762504724826,0.6690566947824041,0.6690566947824041,0.7862666146611379,0.8327850252992314,0.8960095494948396,0.8954822842561297,0.2984070624524224,-0.4094,-0.6635,0,0.0,gần đối xứng
TOTALAREA_MODE,159080,148431,48.269,5116,0.1025466626854413,0.1074623241496187,0.0,0.0016,0.0067,0.0412,0.0412,0.0688,0.0688,0.0688,0.1276,0.1276,0.3092,0.5258,1.0,1.0,0.0863999999999999,2.7976,12.1675,12091,7.601,lệch phải mạnh
YEARS_BEGINEXPLUATATION_AVG,157504,150007,48.781,285,0.9777348581623324,0.0592233143583628,0.0,0.9488,0.9687,0.9767,0.9767,0.9816,0.9816,0.9816,0.9866,0.9866,0.996,0.999,1.0,1.0,0.0099,-15.5153,248.1763,4784,3.037,lệch trái mạnh
YEARS_BEGINEXPLUATATION_MEDI,157504,150007,48.781,245,0.977752264069484,0.0598973185051196,0.0,0.9493,0.9687,0.9767,0.9767,0.9816,0.9816,0.9816,0.9866,0.9866,0.996,0.999,1.0,1.0,0.0099,-15.5731,248.3965,4762,3.023,lệch trái mạnh
YEARS_BEGINEXPLUATATION_MODE,157504,150007,48.781,221,0.9770653729429092,0.0645754370804801,0.0,0.9489,0.9682,0.9767,0.9767,0.9816,0.9816,0.9816,0.9866,0.9866,0.996,0.999,1.0,1.0,0.0099,-14.7553,219.9628,5074,3.222,lệch trái mạnh
FLOORSMAX_MODE,154491,153020,49.761,25,0.2223150474784939,0.1437094065953157,0.0,0.0,0.0417,0.1667,0.1667,0.1667,0.1667,0.1667,0.3333,0.3333,0.4583,0.6667,1.0,1.0,0.1666,1.2443,2.5357,5104,3.304,lệch phải mạnh
FLOORSMAX_AVG,154491,153020,49.761,403,0.2262819070366558,0.144640699548004,0.0,0.0,0.0417,0.1667,0.1667,0.1667,0.1667,0.1667,0.3333,0.3333,0.4792,0.6667,1.0,1.0,0.1666,1.2265,2.4325,5215,3.376,lệch phải mạnh
FLOORSMAX_MEDI,154491,153020,49.761,49,0.2258965900926267,0.1450670259193514,0.0,0.0,0.0417,0.1667,0.1667,0.1667,0.1667,0.1667,0.3333,0.3333,0.4792,0.6667,1.0,1.0,0.1666,1.2402,2.4686,5360,3.469,lệch phải mạnh
LIVINGAREA_AVG,153161,154350,50.193,5199,0.1073990193325977,0.1105645231837133,0.0,0.0022,0.0082,0.0453,0.0453,0.0745,0.0745,0.0745,0.1299,0.1299,0.3205,0.5509,1.0,1.0,0.0845999999999999,2.8547,12.3312,12517,8.172,lệch phải mạnh
LIVINGAREA_MEDI,153161,154350,50.193,5281,0.1086067360489941,0.1122602586753476,0.0,0.0022,0.0083,0.0457,0.0457,0.0749,0.0749,0.0749,0.1303,0.1303,0.3255,0.558099999999997,1.0,1.0,0.0846,2.8489,12.1386,12907,8.427,lệch phải mạnh
LIVINGAREA_MODE,153161,154350,50.193,5301,0.1059750504371217,0.1118452658778338,0.0,0.0019,0.0079,0.0427,0.0427,0.0731,0.0731,0.0731,0.1252,0.1252,0.3229999999999999,0.5616399999999994,1.0,1.0,0.0825,2.9025,12.4591,13105,8.556,lệch phải mạnh
ENTRANCES_MODE,152683,154828,50.349,30,0.1451926586456907,0.1009769881602466,0.0,0.0345,0.0345,0.069,0.069,0.1379,0.1379,0.1379,0.2069,0.2069,0.3103,0.5172,1.0,1.0,0.1379,2.3923,11.4225,3840,2.515,lệch phải mạnh
ENTRANCES_AVG,152683,154828,50.349,285,0.1497246700680495,0.100049120760359,0.0,0.0345,0.0345,0.069,0.069,0.1379,0.1379,0.1379,0.2069,0.2069,0.3103,0.5172,1.0,1.0,0.1379,2.3997,11.5932,3882,2.543,lệch phải mạnh
ENTRANCES_MEDI,152683,154828,50.349,46,0.1492127807286993,0.1003683944976322,0.0,0.0345,0.0345,0.069,0.069,0.1379,0.1379,0.1379,0.2069,0.2069,0.3103,0.5172,1.0,1.0,0.1379,2.3877,11.4741,3893,2.55,lệch phải mạnh
APARTMENTS_MEDI,151450,156061,50.75,1148,0.1178499207659293,0.1090759060011531,0.0,0.0021,0.0083,0.0583,0.0583,0.0864,0.0864,0.0864,0.1489,0.1489,0.33,0.5501100000000093,1.0,1.0,0.0906,2.6393,11.2422,10728,7.084,lệch phải mạnh
APARTMENTS_AVG,151450,156061,50.75,2339,0.1174404991746451,0.1082402913003223,0.0,0.0021,0.0082,0.0577,0.0577,0.0876,0.0876,0.0876,0.1485,0.1485,0.3268,0.5448610000000103,1.0,1.0,0.0907999999999999,2.6418,11.3938,10655,7.035,lệch phải mạnh
APARTMENTS_MODE,151450,156061,50.75,760,0.1142310069329811,0.1079360390875328,0.0,0.0021,0.0084,0.0525,0.0525,0.084,0.084,0.084,0.1439,0.1439,0.3193,0.541,1.0,1.0,0.0914,2.7031,11.7461,10397,6.865,lệch phải mạnh
ELEVATORS_MODE,143620,163891,53.296,26,0.0744897361091769,0.1322561441505065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1208,0.1208,0.3222,0.6042,1.0,1.0,0.1208,2.5523,8.5979,9732,6.776,lệch phải mạnh
ELEVATORS_AVG,143620,163891,53.296,257,0.0789415123241888,0.1345760011003441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.36,0.6,1.0,1.0,0.12,2.4394,7.8694,10420,7.255,lệch phải mạnh
ELEVATORS_MEDI,143620,163891,53.296,46,0.0780778443113772,0.1344671476906749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.36,0.6,1.0,1.0,0.12,2.4578,7.964,10383,7.229,lệch phải mạnh
NONLIVINGAREA_MODE,137829,169682,55.179,3327,0.0270223196859877,0.0702538590439445,0.0,0.0,0.0,0.0,0.0,0.0011,0.0011,0.0011,0.0231,0.0231,0.1294,0.3221,1.0,1.0,0.0231,6.5225,63.3571,18817,13.652,lệch phải mạnh
NONLIVINGAREA_AVG,137829,169682,55.179,3290,0.0283577570757968,0.069523183321236,0.0,0.0,0.0,0.0,0.0,0.0036,0.0036,0.0036,0.0277,0.0277,0.1279,0.3165,1.0,1.0,0.0277,6.559,64.9124,16546,12.005,lệch phải mạnh
NONLIVINGAREA_MEDI,137829,169682,55.179,3323,0.0282359205972618,0.0701664815068248,0.0,0.0,0.0,0.0,0.0,0.0031,0.0031,0.0031,0.0266,0.0266,0.1295,0.3212720000000001,1.0,1.0,0.0266,6.5088,63.654,17254,12.518,lệch phải mạnh
EXT_SOURCE_1,134133,173378,56.381,114584,0.5021298056566624,0.2110622492739249,0.0145681324124455,0.0842566710105873,0.1580212306840712,0.3340072886740926,0.3340072886740926,0.5059979305057544,0.5059979305057544,0.5059979305057544,0.6750525982300696,0.6750525982300696,0.8322601465728647,0.8894105328176929,0.962692770561306,0.9481246381488604,0.341045309555977,-0.0688,-0.9652,0,0.0,gần đối xứng
BASEMENTAREA_MEDI,127568,179943,58.516,3772,0.0879548546657468,0.0821787495146341,0.0,0.0,0.0,0.0437,0.0437,0.0758,0.0758,0.0758,0.1116,0.1116,0.2231,0.3845,1.0,1.0,0.0679,3.553,25.8298,7188,5.635,lệch phải mạnh
BASEMENTAREA_AVG,127568,179943,58.516,3780,0.0884422190517998,0.0824381587356851,0.0,0.0,0.0,0.0442,0.0442,0.0763,0.0763,0.0763,0.1122,0.1122,0.2237,0.3859660000000003,1.0,1.0,0.0679999999999999,3.5663,25.9301,7190,5.636,lệch phải mạnh
BASEMENTAREA_MODE,127568,179943,58.516,3841,0.0875432122475856,0.0843071748692455,0.0,0.0,0.0,0.0407,0.0407,0.0746,0.0746,0.0746,0.1124,0.1124,0.2277,0.3962,1.0,1.0,0.0717,3.4815,24.4312,6910,5.417,lệch phải mạnh
LANDAREA_AVG,124921,182590,59.377,3527,0.0663331841723969,0.0811836407017935,0.0,0.0,0.0,0.0187,0.0187,0.0481,0.0481,0.0481,0.0856,0.0856,0.1947,0.3746,1.0,1.0,0.0668999999999999,4.4587,34.7448,6888,5.514,lệch phải mạnh
LANDAREA_MODE,124921,182590,59.377,3563,0.0649576844565765,0.0817502778084354,0.0,0.0,0.0,0.0166,0.0166,0.0458,0.0458,0.0458,0.0841,0.0841,0.1956,0.3788800000000017,1.0,1.0,0.0674999999999999,4.377,33.2733,7033,5.63,lệch phải mạnh
LANDAREA_MEDI,124921,182590,59.377,3560,0.0671687490493992,0.082167010280072,0.0,0.0,0.0,0.0187,0.0187,0.0487,0.0487,0.0487,0.0868,0.0868,0.1976,0.3812800000000003,1.0,1.0,0.0681,4.3683,33.238,6873,5.502,lệch phải mạnh
OWN_CAR_AGE,104582,202929,65.991,62,12.061090818687727,11.944811582242762,0.0,0.0,1.0,5.0,5.0,9.0,9.0,9.0,15.0,15.0,30.0,64.0,91.0,91.0,10.0,2.7454,9.2149,4932,4.716,lệch phải mạnh
YEARS_BUILD_MODE,103023,204488,66.498,154,0.7596373227337585,0.1101110273419482,0.0,0.3662,0.608,0.6994,0.6994,0.7648,0.7648,0.7648,0.8236,0.8236,0.9543,0.9869,1.0,1.0,0.1241999999999999,-1.0023,4.7645,2537,2.463,lệch trái mạnh
YEARS_BUILD_MEDI,103023,204488,66.498,151,0.7557462721916466,0.1120663096440438,0.0,0.3559,0.5975,0.6914,0.6914,0.7585,0.7585,0.7585,0.8256,0.8256,0.953,0.9866,1.0,1.0,0.1341999999999999,-0.9628,4.4688,2274,2.207,lệch trái vừa
YEARS_BUILD_AVG,103023,204488,66.498,149,0.7524714325927221,0.1132799266322471,0.0,0.3472,0.5920000000000001,0.6872,0.6872,0.7552,0.7552,0.7552,0.8232,0.8232,0.9524,0.9864,1.0,1.0,0.136,-0.9625,4.3998,2154,2.091,lệch trái vừa
FLOORSMIN_MEDI,98869,208642,67.849,47,0.2316249380493379,0.1619335414571561,0.0,0.0,0.0417,0.0833,0.0833,0.2083,0.2083,0.2083,0.375,0.375,0.5,0.7083,1.0,1.0,0.2917,0.9602,1.3466,344,0.348,lệch phải vừa
FLOORSMIN_AVG,98869,208642,67.849,305,0.2318935004905481,0.1613802888001374,0.0,0.0,0.0417,0.0833,0.0833,0.2083,0.2083,0.2083,0.375,0.375,0.5,0.7083,1.0,1.0,0.2917,0.9542,1.3383,343,0.347,lệch phải vừa
FLOORSMIN_MODE,98869,208642,67.849,25,0.2280584925507489,0.1611597714954759,0.0,0.0,0.0417,0.0833,0.0833,0.2083,0.2083,0.2083,0.375,0.375,0.5,0.7083,1.0,1.0,0.2917,0.9638,1.3537,320,0.324,lệch phải vừa
LIVINGAPARTMENTS_MODE,97312,210199,68.355,736,0.1056448567494245,0.0978804465787937,0.0,0.0028,0.011,0.0542,0.0542,0.0771,0.0771,0.0771,0.1313,0.1313,0.2948,0.4885,1.0,1.0,0.0771,2.9027,14.225,7469,7.675,lệch phải mạnh
LIVINGAPARTMENTS_AVG,97312,210199,68.355,1868,0.1007747749506741,0.0925761339604974,0.0,0.0034,0.0101,0.0504,0.0504,0.0756,0.0756,0.0756,0.121,0.121,0.2723,0.4539,1.0,1.0,0.0706,3.0422,16.4906,7881,8.099,lệch phải mạnh
LIVINGAPARTMENTS_MEDI,97312,210199,68.355,1097,0.1019544732407103,0.0936423327115383,0.0,0.0034,0.0103,0.0513,0.0513,0.0761,0.0761,0.0761,0.1231,0.1231,0.277,0.4617,1.0,1.0,0.0718,2.9883,15.6971,7927,8.146,lệch phải mạnh
NONLIVINGAPARTMENTS_MEDI,93997,213514,69.433,214,0.0086510133302126,0.0474147279078026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039,0.0039,0.0311,0.1048,1.0,1.0,0.0039,15.672,289.4925,15215,16.187,lệch phải mạnh
NONLIVINGAPARTMENTS_MODE,93997,213514,69.433,167,0.0080763875442833,0.0462762662198356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039,0.0039,0.0272,0.0973,1.0,1.0,0.0039,16.2518,309.7269,14224,15.132,lệch phải mạnh
NONLIVINGAPARTMENTS_AVG,93997,213514,69.433,386,0.0088086726172111,0.0477316620503479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039,0.0039,0.0309,0.1081,1.0,1.0,0.0039,15.5412,284.7303,15580,16.575,lệch phải mạnh
COMMONAREA_MODE,92646,214865,69.872,3128,0.0425531377501457,0.0744445225383915,0.0,0.0,0.0,0.0072,0.0072,0.019,0.019,0.019,0.049,0.049,0.1532,0.3655550000000003,1.0,1.0,0.0418,5.6206,48.861,7938,8.568,lệch phải mạnh
COMMONAREA_MEDI,92646,214865,69.872,3202,0.0445951017852902,0.0761442622409146,0.0,0.0,0.0,0.0079,0.0079,0.0208,0.0208,0.0208,0.0513,0.0513,0.1609,0.3785550000000003,1.0,1.0,0.0433999999999999,5.4192,45.2636,8004,8.639,lệch phải mạnh
COMMONAREA_AVG,92646,214865,69.872,3181,0.0446207154113507,0.0760357450504093,0.0,0.0,0.0,0.0078,0.0078,0.0211,0.0211,0.0211,0.0515,0.0515,0.1601,0.3765550000000003,1.0,1.0,0.0436999999999999,5.4573,45.988,7942,8.572,lệch phải mạnh
