feature,source_group,count,missing,missing_pct,mean,standard_error,median,mode,std,variance,kurtosis,skewness,range,min,max,sum,confidence_level_95,q1,q3,iqr
AMT_REQ_CREDIT_BUREAU_DAY,application_raw,265992,41519,0.13501630835970097,0.0070002105326475985,0.0002147526292015841,0.0,0.0,0.11075740632435452,0.012267203055698166,1151.8675941767497,27.043504708921247,9.0,0.0,9.0,1862.0,0.00042091515323510484,0.0,0.0,0.0
AMT_REQ_CREDIT_BUREAU_WEEK,application_raw,265992,41519,0.13501630835970097,0.0343619356973142,0.000396872919810674,0.0,0.0,0.2046848758128245,0.04189589838651138,166.75223002011418,9.293572551814963,8.0,0.0,8.0,9140.0,0.0007778709228289211,0.0,0.0,0.0
AMT_REQ_CREDIT_BUREAU_MON,application_raw,265992,41519,0.13501630835970097,0.26739526000781977,0.0017760791757135078,0.0,0.0,0.9160023961526176,0.8390603897573369,90.43485720349301,7.804848087437465,27.0,0.0,27.0,71125.0,0.003481115184398475,0.0,0.0,0.0
AMT_REQ_CREDIT_BUREAU_QRT,application_raw,265992,41519,0.13501630835970097,0.26547414959848414,0.001539631017630233,0.0,0.0,0.7940556483207578,0.630524372630099,43707.4647521969,134.36577604912551,261.0,0.0,261.0,70614.0,0.0030176767945552566,0.0,0.0,0.0
AMT_REQ_CREDIT_BUREAU_YEAR,application_raw,265992,41519,0.13501630835970097,1.899974435321363,0.0036244620466937363,1.0,0.0,1.869294998181557,3.4942637902265874,1.9690340369684067,1.243590004141659,25.0,0.0,25.0,505378.0,0.007103945611519723,0.0,3.0,3.0
CODE_GENDER_UNKNOWN_FLAG,application_raw,307511,0,0.0,1.3007664766463638e-05,6.5038006581745235e-06,0.0,0.0,0.003606596437993023,1.3007537866543963e-05,76873.99996585472,277.26431431081124,1.0,0.0,1.0,4.0,1.2747449290022065e-05,0.0,0.0,0.0
DAYS_EMPLOYED_ANOM_FLAG,application_raw,307511,0,0.0,0.18007160719453938,0.0006929165933520706,0.0,0.0,0.38424771126230567,0.14764630361032025,0.7729971151690189,1.66523034075399,1.0,0.0,1.0,55374.0,0.0013581165229700585,0.0,0.0,0.0
APP_PROPERTY_MISSING_COUNT,application_engineered,307511,0,0.0,10.350094793356986,0.014307490537616747,12.0,18.0,7.9340292117856555,62.948819533468104,-1.736006163677401,-0.24017540311271218,18.0,0.0,18.0,3182768.0,0.028042681453728825,0.0,18.0,18.0
APP_PROPERTY_MISSING_RATIO,application_engineered,307511,0,0.0,0.5750052662976103,0.0007948605854231527,0.6666666666666666,1.0,0.4407794006547586,0.1942864800415682,-1.7360061636774007,-0.24017540311271204,1.0,0.0,1.0,176820.44444444444,0.001557926747429379,0.0,1.0,1.0
APP_PROPERTY_ANY_MISSING_FLAG,application_engineered,307511,0,0.0,0.7444026392551811,0.0007865974116619254,1.0,1.0,0.4361971671854253,0.19026796866058984,-0.7442301036277716,-1.1206135537117052,1.0,0.0,1.0,228912.0,0.0015417309268573737,0.0,1.0,1.0
APP_OWN_CAR_AGE_MISSING_FLAG,application_engineered,307511,0,0.0,0.6599081008484249,0.0008542996960918208,1.0,1.0,0.4737405715273083,0.2244301291110207,-1.5442613714952158,-0.6750916027949097,1.0,0.0,1.0,202929.0,0.0016744274043399687,0.0,1.0,1.0
APP_AGE_YEARS,application_engineered,307511,0,0.0,43.906899566990106,0.021545821532137067,43.1211498973306,37.64271047227926,11.947949710569638,142.75350228630109,-1.0491257699460348,0.11567331170166231,48.56947296372347,20.503764544832308,69.07323750855578,13501854.592744695,0.04222981020298865,33.98494182067078,53.88637919233402,19.901437371663242
APP_EMPLOYED_YEARS,application_engineered,252137,55374,0.18007160719453938,6.527499862048477,0.012749785791590196,4.511978097193703,0.5475701574264202,6.402081210238658,40.98664382249088,4.752651548074541,1.9683155310704767,49.0403832991102,-0.0,49.0403832991102,1645824.2327173168,0.024989580151516783,2.099931553730322,8.692676249144421,6.592744695414099
APP_REGISTRATION_YEARS,application_engineered,307511,0,0.0,13.651253463486432,0.01739314337269957,12.331279945242985,0.0027378507871321,9.645137086825658,93.02866942365972,-0.3213466019399358,0.5908716157350025,67.5482546201232,-0.0,67.5482546201232,4197910.603810176,0.034090561010491155,5.503080082135524,20.477754962354553,14.974674880219029
APP_ID_PUBLISH_YEARS,application_engineered,307511,0,0.0,8.197679324431038,0.007452436769098979,8.908966461327857,11.096509240246409,4.132650017804307,17.07879616965794,-1.1068078939970987,-0.34932749320299716,19.704312114989733,0.0,19.704312114989733,2520876.566735113,0.014606776067433998,4.709103353867215,11.770020533880905,7.060917180013689
APP_LAST_PHONE_CHANGE_YEARS,application_engineered,307510,1,3.2519161916159095e-06,2.6361636915320648,0.004082113536824105,2.0725530458590007,-0.0,2.2636782670517634,5.124239296722475,-0.3085799413944885,0.7136056678591625,11.75085557837098,-0.0,11.75085557837098,810646.6967830253,0.008000942532175245,0.7501711156741958,4.298425735797399,3.548254620123203
APP_CREDIT_INCOME_RATIO,application_engineered,307511,0,0.0,3.957570238062716,0.004850405706215097,3.265066666666667,2.0,2.6897281854524793,7.234637711617487,8.371772179921315,1.8359563217840718,84.73203448987854,0.0048076153846153,84.73684210526316,1216996.3814769038,0.00950679518418159,2.018666666666667,5.15988,3.1412133333333334
APP_ANNUITY_INCOME_RATIO,application_engineered,307499,12,3.9022994299390916e-05,0.1809300109358666,0.00017054892667292345,0.1628333333333333,0.1,0.09457380109083657,0.00894420385276912,5.4515051520102755,1.512003970298892,1.875741027665317,0.0002238846153846,1.8759649122807016,55635.79743276805,0.00033427589627892996,0.1147818181818181,0.2290666666666666,0.11428484848484852
APP_GOODS_CREDIT_RATIO,application_engineered,307233,278,0.0009040327012692228,0.9006892906928781,0.00017433303203988898,0.8938148015731141,1.0,0.09663036374711556,0.009337427197899865,120.16407399277762,2.666887216112579,6.5,0.1666666666666666,6.666666666666667,276721.472847445,0.0003416927427981824,0.8347245409015025,1.0,0.1652754590984975
APP_INCOME_PER_PERSON,application_engineered,307509,2,6.503832383231819e-06,93105.8796453531,182.80789185493455,75000.0,67500.0,101373.36339391574,10276558805.794897,70684.16521351175,187.36730878221815,38997187.5,2812.5,39000000.0,28630895943.862885,358.3034680356717,47250.0,112500.0,65250.0
APP_CHILDREN_RATIO,application_engineered,307509,2,6.503832383231819e-06,0.12550249416609424,0.0003599021724540853,0.0,0.0,0.19957832971127767,0.03983150969034346,-0.30495907950750656,1.1378606832158447,0.95,0.0,0.95,38593.14647852148,0.0007054082580100072,0.0,0.3333333333333333,0.3333333333333333
BUREAU_LOAN_COUNT,bureau,307511,0,0.0,4.765114093479583,0.008108027106370442,4.0,0.0,4.496198948568977,20.215804985112776,6.394907914041547,1.7084319817272922,116.0,0.0,116.0,1465325.0,0.015891733128486067,1.0,7.0,6.0
BUREAU_ACTIVE_COUNT,bureau,307511,0,0.0,1.762275170644302,0.0032547731424128097,1.0,0.0,1.804891299543025,3.2576326031661096,3.3823718988405718,1.4482117791418772,32.0,0.0,32.0,541919.0,0.006379355359129107,0.0,3.0,3.0
BUREAU_CLOSED_COUNT,bureau,307511,0,0.0,2.9843908022802434,0.006058261705746062,2.0,0.0,3.3595287181673896,11.286433208191424,11.990832584824318,2.186412143088367,108.0,0.0,108.0,917733.0,0.011874192943262281,0.0,4.0,4.0
BUREAU_BAD_DEBT_COUNT,bureau,307511,0,0.0,6.503832383231819e-05,1.4542562034556703e-05,0.0,0.0,0.008064384994211388,6.50343053348618e-05,15370.80000618326,123.98669298387009,1.0,0.0,1.0,20.0,2.8503421587731137e-05,0.0,0.0,0.0
BUREAU_OVERDUE_LOAN_COUNT,bureau,307511,0,0.0,0.012741007638751134,0.00022567680763469297,0.0,0.0,0.12514608201127916,0.01566154184277381,294.19002128422426,13.331921857438964,8.0,0.0,8.0,3918.0,0.0004423265429639982,0.0,0.0,0.0
BUREAU_CREDIT_DAY_OVERDUE_MAX,bureau,263491,44020,0.14314935075493235,4.772758841857976,0.17365845921326703,0.0,0.0,89.14127391336616,7946.166714897776,570.0889591455157,23.039512066244598,2792.0,0.0,2792.0,1257579.0,0.34037058005800336,0.0,0.0,0.0
BUREAU_CREDIT_DAY_OVERDUE_MEAN,bureau,263491,44020,0.14314935075493235,1.0358630970436553,0.050311164631035236,0.0,0.0,25.825412292572874,666.9519200813742,4026.906157493295,52.963729160236845,2776.0,0.0,2776.0,272940.6033031298,0.09860988267682906,0.0,0.0,0.0
BUREAU_DAYS_CREDIT_RECENT,bureau,263491,44020,0.14314935075493235,-489.2978166237177,1.0472623248836601,-300.0,-91.0,537.5741451613144,288985.96154591796,4.857973006391384,-2.141211313726123,2922.0,-2922.0,0.0,-128925571.0,2.052634156771974,-620.0,-143.0,477.0
BUREAU_DAYS_CREDIT_OLDEST,bureau,263491,44020,0.14314935075493235,-1762.3748818745232,1.682912625463427,-1827.0,-2919.0,863.8621809632908,746257.8676986534,-1.232328984661239,0.30482420895762397,2922.0,-2922.0,0.0,-464369920.0,3.298508745908317,-2583.0,-1035.0,1548.0
BUREAU_ENDDATE_FUTURE_COUNT,bureau,307511,0,0.0,1.669439467206051,0.003346887936190538,1.0,0.0,1.8559723373217052,3.4446333169033934,4.959916183591469,1.7191079954296693,30.0,0.0,30.0,513371.0,0.006559900354933455,0.0,3.0,3.0
BUREAU_AMT_CREDIT_SUM_SUM,bureau,307511,0,0.0,1675834.1430586125,6957.349810835227,711000.0,0.0,3858106.1081710095,14884982741906.453,17196.51178308704,78.33505739838813,1017957917.385,0.0,1017957917.385,515337433166.097,13636.405629237044,153949.5,1970993.25,1817043.75
BUREAU_AMT_CREDIT_SUM_MEAN,bureau,307511,0,0.0,323957.0360278919,1507.4571380832351,158730.75,0.0,835940.3724658655,698796306318.3699,13361.520133301012,70.5031931675036,198072344.25,0.0,198072344.25,99620352105.97307,2954.615990643141,67055.31937499999,344459.1375,277403.818125
BUREAU_AMT_CREDIT_SUM_MAX,bureau,307511,0,0.0,836286.6146167454,3538.7686472972996,324000.0,0.0,1962377.2420180698,3850924439990.446,6066.263331415973,40.94150063388937,396000000.0,0.0,396000000.0,257167333147.41,6935.986548702707,99331.6725,900000.0,800668.3275
BUREAU_AMT_DEBT_SUM,bureau,307511,0,0.0,548941.58833604,2757.3417897611057,87583.5,0.0,1529047.3370801236,2337985759031.817,7522.749676109852,40.84954077064945,341479889.415,-6981558.210000001,334498331.20500004,168805576770.80402,5404.389907931767,0.0,534856.5,534856.5
BUREAU_AMT_DEBT_MEAN,bureau,256131,51380,0.16708345392522544,160390.07697277027,1040.617394587697,44208.035,0.0,526650.0790171248,277360305728.74384,852.6628187419855,19.609156878248704,44733614.67,-1083614.67,43650000.0,41080870805.112625,2039.610093391886,0.0,142136.25,142136.25
BUREAU_AMT_OVERDUE_SUM,bureau,307511,0,0.0,191.10711979408867,27.53834678546786,0.0,0.0,15271.025150478996,233204209.146562,32899.028545571804,164.83276394742177,3756681.0,0.0,3756681.0,58767541.515,53.975159699517,0.0,0.0,0.0
BUREAU_AMT_OVERDUE_MAX,bureau,263491,44020,0.14314935075493235,184.97019262517506,28.030108955710908,0.0,0.0,14388.240178809756,207021455.44311538,39602.463083361385,178.4195709023859,3756681.0,0.0,3756681.0,48737981.025,54.93901355319338,0.0,0.0,0.0
BUREAU_CREDIT_PROLONG_SUM,bureau,307511,0,0.0,0.03468168618358368,0.00041337946719531077,0.0,0.0,0.2292341036086618,0.05254827425726669,121.5496371536013,9.096949500045792,9.0,0.0,9.0,10665.0,0.0008102237557028091,0.0,0.0,0.0
BUREAU_DEBT_CREDIT_RATIO_MEAN,bureau,254877,52634,0.17116135682951178,0.4299125782488398,0.05109421166549982,0.188208194730439,0.0,25.795088731908553,665.3866026870355,59869.6266781592,232.3108397869942,7899.531245552664,-155.213164951038,7744.318080601625,109574.82820632955,0.10014465486437965,0.0,0.3758576498073733,0.3758576498073733
BUREAU_DEBT_CREDIT_RATIO_MAX,bureau,254877,52634,0.17116135682951178,2.7696274443328806,0.7903475881011259,0.7607871958477582,0.0,399.0097018736148,159208.74218927097,102268.5527797069,308.9273487818398,139397.62007886666,-1.6200788666666668,139396.0,705914.3341292316,1.5490812726782068,0.0,0.952030574292722,0.952030574292722
BUREAU_ACTIVE_RATE,bureau,263491,44020,0.14314935075493235,0.41297188631978843,0.0006008106753828179,0.375,0.0,0.308404377345084,0.09511325996560896,-0.6151907621685693,0.47715903398465853,1.0,0.0,1.0,108814.37529828737,0.0011775889237503232,0.2,0.6,0.39999999999999997
BUREAU_OVERDUE_RATE,bureau,263491,44020,0.14314935075493235,0.0031406310163506687,7.033792857890741e-05,0.0,0.0,0.03610542547916468,0.001303601749031514,409.5480821612911,18.03195577408632,1.0,0.0,1.0,827.5280071292541,0.00013786234001465853,0.0,0.0,0.0
BUREAU_DEBT_TO_CREDIT_SUM_RATIO,bureau,307511,0,0.0,0.24088361545433246,0.0007731287263856314,0.1200456570155902,0.0,0.42872828631176624,0.18380794348382382,91373.7565479358,-222.79987860575147,183.07833076923075,-175.28923076923076,7.7891,74074.36147197723,0.0015153323037158375,0.0,0.43081142758768814,0.43081142758768814
HAS_BUREAU_HISTORY,history_coverage_flag,307511,0,0.0,0.8568506492450677,0.0006315643898516943,1.0,1.0,0.3502256601206603,0.12265801300695227,2.15283008554385,-2.0378459421507116,1.0,0.0,1.0,263491.0,0.0012378662041093208,1.0,1.0,0.0
BB_MONTH_COUNT,bureau_balance,307511,0,0.0,47.80841010565476,0.20509974896209754,0.0,0.0,113.73534690215818,12935.729134954263,18.461812319122018,3.6400044458118606,2657.0,0.0,2657.0,14701612.0,0.40199550796571115,0.0,29.0,29.0
BB_MONTHS_BALANCE_MIN,bureau_balance,92231,215280,0.700072517731073,-56.48894623282844,0.09172449724954258,-57.0,-95.0,27.856323590292497,775.9747639670863,-1.2109104987792367,0.25031276805613545,96.0,-96.0,0.0,-5210032.0,0.17978001460910345,-83.0,-34.0,49.0
BB_MONTHS_BALANCE_MAX,bureau_balance,92231,215280,0.700072517731073,-0.9277141091390096,0.01971434342773901,0.0,0.0,5.987158789207674,35.846070367186705,85.76023035920818,-8.668126494352373,92.0,-92.0,0.0,-85564.0,0.03864011311836846,0.0,0.0,0.0
BB_OVERDUE_MONTH_COUNT,bureau_balance,307511,0,0.0,0.7196945800312834,0.00852553439966433,0.0,0.0,4.727722083420482,22.351356098061707,802.8675791035076,20.462919255559765,396.0,0.0,396.0,221314.0,0.01671004742334209,0.0,0.0,0.0
BB_BAD_STATUS_MONTH_COUNT,bureau_balance,307511,0,0.0,0.13179365941380958,0.0050804200772637115,0.0,0.0,2.817279605754463,7.9370643770000235,2974.3942094259073,43.83413233674927,346.0,0.0,346.0,40528.0,0.009957623351436875,0.0,0.0,0.0
BB_MAX_STATUS,bureau_balance,92231,215280,0.700072517731073,0.49484446661100934,0.0031184164203610807,0.0,0.0,0.9470492561930401,0.8969022936557906,10.770711090104024,3.0317237186294625,5.0,0.0,5.0,45640.0,0.006112096183907718,0.0,1.0,1.0
BB_OVERDUE_MONTH_RATE,bureau_balance,92231,215280,0.700072517731073,0.017801405944369672,0.00018462776179462728,0.0,0.0,0.056070633587781554,0.0031439159509352574,68.37829580126916,6.93247055410135,1.0,0.0,1.0,1641.8414716551592,0.00036187041311746946,0.0,0.0098522167487684,0.0098522167487684
BB_BAD_STATUS_MONTH_RATE,bureau_balance,92231,215280,0.700072517731073,0.0026228527224149588,9.685846176821378e-05,0.0,0.0,0.029415485877594086,0.0008652708094149371,364.89003236259,17.3430956371439,1.0,0.0,1.0,241.90832944105406,0.000189842585065699,0.0,0.0,0.0
HAS_BUREAU_BALANCE_HISTORY,history_coverage_flag,307511,0,0.0,0.29992748226892696,0.000826323347695284,0.0,0.0,0.45822665838973664,0.2099716704590244,-1.2374378794448724,0.8732526373770539,1.0,0.0,1.0,92231.0,0.0016195937614827567,0.0,1.0,1.0
PREV_APP_COUNT,previous_application,307511,0,0.0,4.597237172003603,0.00753785032248245,3.0,1.0,4.18001497155669,17.472525162438078,9.98787223521336,2.239947849399231,73.0,0.0,73.0,1413701.0,0.014774186632065601,2.0,6.0,4.0
PREV_APPROVED_COUNT,previous_application,307511,0,0.0,2.881519685474666,0.003926798920571946,2.0,1.0,2.1775542861771386,4.741742669248428,3.5070588210800855,1.4710199280460232,27.0,0.0,27.0,886099.0,0.007696525884321015,1.0,4.0,3.0
PREV_REFUSED_COUNT,previous_application,307511,0,0.0,0.7979877142606281,0.003200587632909311,0.0,0.0,1.7748434435527698,3.150069249122254,53.06441871158689,4.997292573626185,68.0,0.0,68.0,245390.0,0.006273151760502249,0.0,1.0,1.0
PREV_CANCELED_COUNT,previous_application,307511,0,0.0,0.8436803886690232,0.0029615485050918334,0.0,0.0,1.6422874640204188,2.6971081144786186,37.095116661481676,3.914220107455382,58.0,0.0,58.0,259441.0,0.005804635069979993,0.0,1.0,1.0
PREV_UNUSED_OFFER_COUNT,previous_application,307511,0,0.0,0.07404938359928588,0.0005736929744103684,0.0,0.0,0.3181338338544347,0.10120913624292108,68.94757093457095,6.0502278148099675,16.0,0.0,16.0,22771.0,0.001124438229844322,0.0,0.0,0.0
PREV_ZERO_APPLICATION_COUNT,previous_application,307511,0,0.0,1.0578548409650386,0.003321913325237367,0.0,0.0,1.842122997891113,3.3934171393593413,38.2138273201806,3.909300697886144,59.0,0.0,59.0,325302.0,0.0065109501174652395,0.0,1.0,1.0
PREV_ZERO_CREDIT_COUNT,previous_application,307511,0,0.0,0.8994084764447451,0.003177763630054255,0.0,0.0,1.7621866953336611,3.1053019492109697,44.61044588854611,4.261146692135224,59.0,0.0,59.0,276578.0,0.0062284167149063395,0.0,1.0,1.0
PREV_AMT_APPLICATION_SUM,previous_application,307511,0,0.0,805636.3631633829,2385.846812235559,343098.0,0.0,1323039.7219801864,1750434105937.4092,55.11949244446348,5.265598993250498,37973713.5,0.0,37973713.5,247742043672.73502,4676.259751981695,124087.5,949500.0,825412.5
PREV_AMT_APPLICATION_MEAN,previous_application,291057,16454,0.05350702901684818,154005.4864227312,284.13102293427187,106002.0,0.0,153287.83105431648,23497159149.33667,27.509915080027696,3.588029282948859,4050000.0,0.0,4050000.0,44824374861.740875,556.8968049511728,61925.7375,191250.0,129324.2625
PREV_AMT_APPLICATION_MAX,previous_application,291057,16454,0.05350702901684818,374590.46584210306,782.2010954454006,202500.0,450000.0,421995.1349588207,178079893928.9133,5.686979352671578,2.1105455308709207,5850000.0,0.0,5850000.0,109027177216.605,1533.1141470729851,98311.5,454500.0,356188.5
PREV_AMT_CREDIT_SUM,previous_application,307511,0,0.0,902685.6650556728,2636.690970142948,383778.0,0.0,1462142.0244566707,2137859299682.2517,50.975560793499355,5.0770192971464505,41461128.0,0.0,41461128.0,277585771546.935,5167.914301480178,130918.5,1090626.75,959708.25
PREV_AMT_CREDIT_MEAN,previous_application,291057,16454,0.05350702901684818,170070.01881090883,307.2068651009902,117450.0,45000.0,165737.17839751832,27468812303.17082,23.11973081711772,3.2939108904862486,4050000.0,0.0,4050000.0,49500069465.04669,602.1254555979408,66849.42857142857,216072.0,149222.57142857142
PREV_AMT_CREDIT_MAX,previous_application,291057,16454,0.05350702901684818,413865.56654232676,848.0832940511399,225000.0,450000.0,457538.38266570587,209341371612.34988,5.0273168890167685,2.000530044596552,4509688.5,0.0,4509688.5,120458470201.11,1662.2432563402342,104431.5,547344.0,442912.5
PREV_AMT_ANNUITY_MEAN,previous_application,290640,16871,0.054863078068752014,14532.05278087016,18.562958299777726,11984.355,2250.0,10007.483471519217,100149725.43273033,15.980501976795823,2.531858529285752,300425.445,0.0,300425.445,4223595820.2321033,36.383398267564345,7835.9671875,18330.3135,10494.3463125
PREV_DAYS_DECISION_RECENT,previous_application,291057,16454,0.05350702901684818,-480.8168193858935,1.00127730200166,-299.0,-7.0,540.1860885259887,291801.0102370072,5.132399026154216,-2.2244217558780432,2921.0,-2922.0,-1.0,-139945101.0,1.9625035119232537,-595.0,-147.0,448.0
PREV_DAYS_DECISION_OLDEST,previous_application,291057,16454,0.05350702901684818,-1539.8220760881889,1.6027230569085638,-1503.0,-476.0,864.664261709607,747644.2854778197,-1.414888736270003,-0.050459061053132755,2920.0,-2922.0,-2.0,-448175994.0,3.141337191540785,-2391.0,-725.0,1666.0
PREV_DAYS_DECISION_MEAN,previous_application,291057,16454,0.05350702901684818,-919.5741567654009,1.0709344992880265,-789.0,-308.0,577.7659366505625,333813.4775537017,0.5646984348548147,-0.9893793771488435,2920.0,-2922.0,-2.0,-267648495.34566727,2.099031618604532,-1247.0,-466.8,780.2
PREV_CREDIT_APPLICATION_RATIO_MEAN,previous_application,290042,17469,0.056807723951338325,1.018117832542118,0.00019240497920505628,1.0209517219991842,1.0,0.10362075503022271,0.010737260873033424,275.77959136177014,3.412944356083473,9.98,0.2,10.18,295296.932386181,0.00037711375924191033,0.9727882665982318,1.0768892517794282,0.10410098518119637
PREV_DAYS_FIRST_DRAWING_365243_FLAG_COUNT,previous_application,307511,0,0.0,2.5985867172231236,0.003622133942464184,2.0,1.0,2.0086063613289795,4.034499514771244,3.9617470461346995,1.5611194657192997,25.0,0.0,25.0,799094.0,0.0070993825272298,1.0,4.0,3.0
PREV_DAYS_FIRST_DUE_365243_FLAG_COUNT,previous_application,307511,0,0.0,0.11044157769965952,0.000582531455708841,0.0,0.0,0.3230350964920393,0.10435167356562115,6.813089193052096,2.7669484369386588,4.0,0.0,4.0,33962.0,0.0011417616531893282,0.0,0.0,0.0
PREV_DAYS_LAST_DUE_1ST_VERSION_365243_FLAG_COUNT,previous_application,307511,0,0.0,0.2572233188406268,0.000793688000159598,0.0,0.0,0.4401291590411163,0.19371367663824027,-0.5018245156989956,1.1590575881006324,4.0,0.0,4.0,79099.0,0.001555628480312812,0.0,1.0,1.0
PREV_DAYS_LAST_DUE_365243_FLAG_COUNT,previous_application,307511,0,0.0,0.5879204321146235,0.0013179419900823037,0.0,0.0,0.7308472594309827,0.5341377166177782,0.6439791550531617,1.06657442494087,5.0,0.0,5.0,180792.0,0.002583166300561315,0.0,1.0,1.0
PREV_DAYS_TERMINATION_365243_FLAG_COUNT,previous_application,307511,0,0.0,0.6308717411734864,0.0013412860771071773,0.0,0.0,0.7437924134320187,0.553227154279027,0.45819461935526373,0.9775534648027682,5.0,0.0,5.0,194000.0,0.0026289207111300675,0.0,1.0,1.0
PREV_APPROVAL_RATE,previous_application,291057,16454,0.05350702901684818,0.7488553255770103,0.0004862525989054816,0.8,1.0,0.262331812489157,0.06881797984384622,-0.8785558849532991,-0.5784797348096686,1.0,0.0,1.0,217959.58449646787,0.0009530550938547439,0.5,1.0,0.5
PREV_REFUSAL_RATE,previous_application,291057,16454,0.05350702901684818,0.11090162051012163,0.00034170415504396824,0.0,0.0,0.18434836241396507,0.03398431872471061,2.447942843530683,1.7247736200011046,1.0,0.0,1.0,32278.69296081447,0.0006697401438861778,0.0,0.2,0.2
PREV_CANCELED_RATE,previous_application,291057,16454,0.05350702901684818,0.12513243806921232,0.00034655542754252625,0.0,0.0,0.18696560931462974,0.034956139066390765,0.8474528734281579,1.3383197126700643,1.0,0.0,1.0,36420.672027110726,0.0006792486379833514,0.0,0.25,0.25
HAS_PREVIOUS_APPLICATION,history_coverage_flag,307511,0,0.0,0.9464929709831518,0.0004058209784171954,1.0,1.0,0.22504264385512554,0.05064419155330488,13.745908236631916,-3.968100154430464,1.0,0.0,1.0,291057.0,0.000795409117697703,1.0,1.0,0.0
POS_MONTH_COUNT,POS_CASH_balance,307511,0,0.0,27.782339493546573,0.04432556456538235,21.0,0.0,24.580154232219076,604.1839820796773,4.470624337594125,1.7783891883294456,295.0,0.0,295.0,8543375.0,0.0868781065481494,11.0,38.0,27.0
POS_PREV_COUNT,POS_CASH_balance,307511,0,0.0,2.602628849049302,0.003629090222347536,2.0,1.0,2.012463874123048,4.050010844650348,4.434882454627606,1.644130087246643,26.0,0.0,26.0,800337.0,0.00711301683580117,1.0,3.0,2.0
POS_MONTHS_BALANCE_RECENT,POS_CASH_balance,289444,18067,0.05875236983392464,-12.560709498210361,0.034689382303475874,-4.0,-1.0,18.66288767927002,348.3033765290487,4.925936212975602,-2.2933073967846385,95.0,-96.0,-1.0,-3635622.0,0.06799118931481271,-15.0,-2.0,13.0
POS_MONTHS_BALANCE_OLDEST,POS_CASH_balance,289444,18067,0.05875236983392464,-52.703341579027374,0.05503810371707684,-51.0,-96.0,29.61049979978734,876.7816983932062,-1.426547562946534,-0.04172792041534485,95.0,-96.0,-1.0,-15254666.0,0.1078746832854706,-81.0,-25.0,56.0
POS_ACTIVE_MONTH_COUNT,POS_CASH_balance,307511,0,0.0,25.425357141695745,0.041024761857734994,19.0,0.0,22.749737847461667,517.5505721282298,4.525444191976434,1.7810461188859035,271.0,0.0,271.0,7818577.0,0.08040853324116058,10.0,35.0,25.0
POS_COMPLETED_MONTH_COUNT,POS_CASH_balance,307511,0,0.0,2.064550536403576,0.005566251094161636,1.0,1.0,3.0866907558038235,9.527659821964779,186.1437847050451,11.538907468092827,85.0,0.0,85.0,634872.0,0.010909852144556807,1.0,3.0,2.0
POS_DEMAND_MONTH_COUNT,POS_CASH_balance,307511,0,0.0,0.01986920793077321,0.0018378869382574118,0.0,0.0,1.0191758378421096,1.0387193884411663,5176.889229420252,66.63110234018478,134.0,0.0,134.0,6110.0,0.003602258398984527,0.0,0.0,0.0
POS_DPD_MONTH_COUNT,POS_CASH_balance,307511,0,0.0,0.8425942486610235,0.008542068538692986,0.0,0.0,4.736890871035625,22.43813512410064,213.13188762422664,13.215879667513676,120.0,0.0,120.0,259107.0,0.016742454335838253,0.0,0.0,0.0
POS_DPD_DEF_MONTH_COUNT,POS_CASH_balance,307511,0,0.0,0.3222974137510528,0.0027550648473519085,0.0,0.0,1.5277846888511677,2.3341260554880594,1353.3062684787346,25.68760650286045,120.0,0.0,120.0,99110.0,0.0053999271008097404,0.0,0.0,0.0
POS_SK_DPD_MAX,POS_CASH_balance,289444,18067,0.05875236983392464,15.69764444935808,0.28470120080795713,0.0,0.0,153.16924603468092,23460.81793083262,246.61007382044238,14.748727064728193,4231.0,0.0,4231.0,4543589.0,0.558014353583596,0.0,0.0,0.0
POS_SK_DPD_MEAN,POS_CASH_balance,289444,18067,0.05875236983392464,4.406493281207455,0.11224604424339725,0.0,0.0,60.388371802947724,3646.755449011052,479.3256116349944,20.125659025748533,2622.078431372549,0.0,2622.078431372549,1275433.0412858105,0.22000224671705862,0.0,0.0,0.0
POS_SK_DPD_DEF_MAX,POS_CASH_balance,289444,18067,0.05875236983392464,1.46882989455646,0.0568951410698152,0.0,0.0,30.609585895560578,936.9467486977011,8092.366407091565,86.70120914243294,3373.0,0.0,3373.0,425144.0,0.11151447649683778,0.0,0.0,0.0
POS_SK_DPD_DEF_MEAN,POS_CASH_balance,289444,18067,0.05875236983392464,0.21486322487840506,0.02402658899687379,0.0,0.0,12.9263048803181,167.08935785893553,11181.88432600901,102.19833608584777,1740.5544554455446,0.0,1740.5544554455446,62190.87126170508,0.04709211443387263,0.0,0.0,0.0
POS_CNT_INSTALMENT_MEAN,POS_CASH_balance,289420,18091,0.05883041582252342,14.639774234755341,0.014810528206535957,12.0,12.0,7.9677338219141305,63.484782256874354,3.041794855828903,1.4994644468338771,71.0,1.0,72.0,4237043.459022891,0.029028635284810474,9.625,18.55555555555556,8.93055555555556
POS_CNT_INSTALMENT_MAX,POS_CASH_balance,289420,18091,0.05883041582252342,20.426173035726627,0.025929659161670126,12.0,12.0,13.949578260279118,194.59073363965177,0.9646726194876005,1.3048593899998007,83.0,1.0,84.0,5911743.0,0.05082213195687345,12.0,24.0,12.0
