feature,count,missing,missing_pct,n_unique,n_zeros,zero_pct,mean,standard_error_excel,std,mode_excel,sample_variance_excel,min,p1,p5,q1,p25,q2_median,p50,q3,p75,p95,p99,max,range,iqr,sum_excel,confidence_level_95_excel,skewness,kurtosis,outlier_count_iqr,outlier_pct_iqr,distribution_shape,cv,q1_25,median_50,q3_75,mean_excel,median_excel,std_excel,minimum_excel,maximum_excel,range_excel,skewness_excel,kurtosis_excel,count_excel
PREV_DAYS_LAST_DUE_1ST_VERSION_365243_FLAG_COUNT,307511,0,0.0,5,228814,74.408,0.2572233188406268,,0.4401291590411163,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,,,1.1591,-0.5018,4,0.001,lệch phải mạnh,1.7111,0.0,0.0,1.0,,,,,,,,,
PREV_DAYS_LAST_DUE_365243_FLAG_COUNT,307511,0,0.0,6,166897,54.274,0.5879204321146235,,0.7308472594309827,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,5.0,5.0,1.0,,,1.0666,0.644,4043,1.315,lệch phải mạnh,1.2431,0.0,0.0,1.0,,,,,,,,,
CC_DRAWINGS_CURRENT_SUM,307511,0,0.0,40377,247875,80.607,78665.93197506755,,267722.12285773817,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499437.5175,1181171.2050000038,18469299.195,18469299.195,0.0,,,10.3349,297.6942,59636,19.393,lệch phải mạnh,3.4033,0.0,0.0,0.0,,,,,,,,,
CC_PAYMENT_CURRENT_SUM,307511,0,0.0,54228,246580,80.186,86829.3888698453,,285347.25866221,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586691.46,1275199.150500008,19347594.795,19347594.795,0.0,,,9.0201,232.6181,60931,19.814,lệch phải mạnh,3.2863,0.0,0.0,0.0,,,,,,,,,
CC_DPD_DEF_MONTH_COUNT,307511,0,0.0,64,292669,95.174,0.2547583663673819,,1.842104700574892,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,94.0,94.0,0.0,,,13.6939,298.0261,14842,4.826,lệch phải mạnh,7.2308,0.0,0.0,0.0,,,,,,,,,
INST_UNDERPAYMENT_COUNT,307511,0,0.0,126,182365,59.304,3.641824194906849,0.0148443390706816,7.853042440720183,0.0,64.26481899237393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,18.0,38.0,154.0,154.0,4.0,1119901.0,0.029094904578536,4.1061,25.804,32824,10.674,lệch phải mạnh,2.1563,0.0,0.0,4.0,3.8399721577408,0.0,8.016534100992395,0.0,154.0,154.0,4.000891518202302,24.566795340696604,291643.0
INST_PAYMENT_MISSING_COUNT,307511,0,0.0,27,306436,99.65,0.0083996995229438,,0.2657989770708972,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,,,104.9169,16181.4724,1075,0.35,lệch phải mạnh,31.6439,0.0,0.0,0.0,,,,,,,,,
INST_DAYS_LATE_POSITIVE_SUM,307511,0,0.0,2077,152512,49.596,40.43435194188175,,328.4002415915308,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,19.0,158.0,584.9000000000233,82957.0,82957.0,19.0,,,104.6764,19302.7633,44786,14.564,lệch phải mạnh,8.1218,0.0,1.0,19.0,,,,,,,,,
INST_AMT_PAYMENT_SUM,307511,0,0.0,287364,15876,5.163,643569.4045556257,,904757.8156460936,,,0.0,0.0,0.0,111472.5375,111472.5375,289330.02,289330.02,786505.1625000001,786505.1625000001,2530560.825,4288189.018500021,25537053.78,25537053.78,675032.6250000001,,,2.9713,14.2348,29133,9.474,lệch phải mạnh,1.4058,111472.5375,289330.02,786505.1625000001,,,,,,,,,
INST_AMT_INSTALMENT_SUM,307511,0,0.0,287801,15871,5.161,637718.256407722,,869896.0514612475,,,0.0,0.0,0.0,114704.505,114704.505,298091.745,298091.745,796416.9075,796416.9075,2446993.1925,4112812.863000008,23274726.93,23274726.93,681712.4025,,,2.8553,13.0053,27537,8.955,lệch phải mạnh,1.3641,114704.505,298091.745,796416.9075,,,,,,,,,
CC_ZERO_LIMIT_MONTH_COUNT,307511,0,0.0,78,285867,92.962,2.0472828614260954,,10.218391255177638,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,66.0,89.0,89.0,0.0,,,5.7879,33.0517,21644,7.038,lệch phải mạnh,4.9912,0.0,0.0,0.0,,,,,,,,,
CC_UTILIZATION_GT_1_MONTH_COUNT,307511,0,0.0,86,269931,87.779,0.9423792970007576,,4.151142735764945,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,92.0,92.0,0.0,,,7.5311,75.2783,37580,12.221,lệch phải mạnh,4.405,0.0,0.0,0.0,,,,,,,,,
CC_DPD_MONTH_COUNT,307511,0,0.0,91,289629,94.185,0.4361567553681006,0.0211606906703129,3.388240565920279,0.0,38.91387157027012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,94.0,94.0,0.0,134123.0,0.0414749537138134,13.2605,211.9823,17882,5.815,lệch phải mạnh,7.7684,0.0,0.0,0.0,1.543328922386514,0.0,6.238098393763128,0.0,94.0,94.0,6.981681988588162,58.06426599149271,86905.0
CNT_FAM_MEMBERS,307509,2,0.001,17,0,0.0,2.152665450442101,0.0016422438029002,0.9106815691792972,2.0,0.8293409204428669,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,20.0,19.0,1.0,661964.0,0.0032187978536844,0.9875,2.802,4007,1.303,lệch phải vừa,0.423,2.0,2.0,3.0,2.152665450442101,2.0,0.9106815691792972,1.0,20.0,19.0,0.9875428137192184,2.8019769805254704,307509.0
APP_CHILDREN_RATIO,307509,2,0.001,17,215369,70.037,0.1255024941660942,0.0003599021759633,0.1995783297112776,0.0,0.039831510467098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.95,0.95,0.3333333333333333,38593.14690561,0.000705408264888,1.1379,-0.305,19,0.006,lệch phải mạnh,1.5902,0.0,0.0,0.3333333333333333,0.1255024955549593,0.0,0.199578331657267,0.0,0.95,0.95,1.1378606799022235,-0.3049590719189106,307509.0
APP_INCOME_PER_PERSON,307509,2,0.001,3064,0,0.0,93105.8796453531,182.80789185493452,101373.36339391574,67500.0,10276558805.794895,2812.5,18000.0,27000.0,47250.0,47250.0,75000.0,75000.0,112500.0,112500.0,225000.0,337500.0,39000000.0,38997187.5,65250.0,28630895943.862885,358.3034680356717,187.3673,70684.1652,17410,5.662,lệch phải mạnh,1.0888,47250.0,75000.0,112500.0,93105.8796453531,75000.0,101373.36339391574,2812.5,39000000.0,38997187.5,187.36730878221812,70684.16521351175,307509.0
AMT_ANNUITY,307499,12,0.004,13672,0,0.0,27108.573909183444,26.137168159271933,14493.737315118336,9000.0,210068421.3596536,1615.5,6182.91,9000.0,16524.0,16524.0,24903.0,24903.0,34596.0,34596.0,53325.0,70006.5,258025.5,256410.0,18072.0,8335859368.5,51.22884959217299,1.5798,7.7073,7504,2.44,lệch phải mạnh,0.5347,16524.0,24903.0,34596.0,27108.573909183444,24903.0,14493.737315118336,1615.5,258025.5,256410.0,1.5797773638612502,7.707319914804307,307499.0
APP_ANNUITY_INCOME_RATIO,307499,12,0.004,88811,0,0.0,0.1809300109358666,0.0001705489266192,0.0945738010908365,0.1,0.0089442038471376,0.0002238846153846,0.0394736390977443,0.0626333333333333,0.1147818181818181,0.1147818181818181,0.1628333333333333,0.1628333333333333,0.2290666666666666,0.2290666666666666,0.3546666666666667,0.4834584545454581,1.8759649122807016,1.875741027665317,0.1142848484848485,55635.79747182202,0.0003342758961736,1.512,5.4515,7878,2.562,lệch phải mạnh,0.5227,0.1147818181818181,0.1628333333333333,0.2290666666666666,0.1809300110628718,0.16283333,0.0945738010610637,0.00022388462,1.8759649,1.87574101538,1.51200397031652,5.451505117351264,307499.0
APP_GOODS_CREDIT_RATIO,307233,278,0.09,3066,0,0.0,0.9006892906928781,0.0001743330279058,0.0966303637471155,1.0,0.0093374267550544,0.1666666666666666,0.6778741865509761,0.7163323782234957,0.8347245409015025,0.8347245409015025,0.8938148015731141,0.8938148015731141,1.0,1.0,1.0,1.0,6.666666666666667,6.5,0.1652754590984975,276721.47340824,0.0003416927346954,2.6669,120.1641,244,0.079,lệch phải mạnh,0.1073,0.8347245409015025,0.8938148015731141,1.0,0.9006892925181865,0.8938148,0.0966303614556753,0.16666667,6.6666665,6.49999983,2.666887426989632,120.1640797506789,307233.0
AMT_GOODS_PRICE,307233,278,0.09,1002,0,0.0,538396.2074288895,666.5267431974869,369446.4605400576,450000.0,136490687205.5763,40500.0,67500.0,135000.0,238500.0,238500.0,450000.0,450000.0,679500.0,679500.0,1305000.0,1800000.0,4050000.0,4009500.0,441000.0,165413081997.0,1306.3924166670745,1.349,2.4319,14728,4.794,lệch phải mạnh,0.6862,238500.0,450000.0,679500.0,538396.2074288895,450000.0,369446.4605400576,40500.0,4050000.0,4009500.0,1.349000341474745,2.4319164792167,307233.0
EXT_SOURCE_2,306851,660,0.215,119831,0,0.0,0.5143926741308464,0.0003449104511617,0.1910601549849365,0.28589788,0.0365039828117366,8.173616518884397e-08,0.0294766996211982,0.1332991460331683,0.3924574161782719,0.3924574161782719,0.5659614260608526,0.5659614260608526,0.6636170897493769,0.6636170897493769,0.7477341421710526,0.7827928199705348,0.8549996664047012,0.854999584668536,0.271159673571105,157841.90646973773,0.0006760244842769,-0.7936,-0.2691,0,0.0,lệch trái vừa,0.3714,0.3924574161782719,0.5659614260608526,0.6636170897493769,0.5143926741960683,0.5659614,0.1910601549558061,8.173617e-08,0.85499966,0.85499957826383,-0.7935760446166688,-0.269130828468199,306851.0
DEF_30_CNT_SOCIAL_CIRCLE,306490,1021,0.332,10,271324,88.526,0.1434206662533851,0.0008068750209675,0.4466984293815287,0.0,0.1995394868119245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,34.0,34.0,0.0,43957.0,0.0015814750410964,5.1835,126.3124,35166,11.474,lệch phải mạnh,3.1146,0.0,0.0,0.0,0.1434206662533851,0.0,0.4466984293815287,0.0,34.0,34.0,5.1835179524202655,126.31244485682748,306490.0
OBS_60_CNT_SOCIAL_CIRCLE,306490,1021,0.332,33,164666,53.726,1.4052921791901856,0.0042986582294135,2.3798033519793806,0.0,5.663463994092296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,10.0,344.0,344.0,2.0,430708.0,0.0084253701296506,12.0708,1409.7046,19564,6.383,lệch phải mạnh,1.6935,0.0,0.0,2.0,1.4052921791901856,0.0,2.3798033519793806,0.0,344.0,344.0,12.07082869769741,1409.704556888041,306490.0
OBS_30_CNT_SOCIAL_CIRCLE,306490,1021,0.332,33,163910,53.48,1.4222454239942577,0.004336925579841,2.400988746109008,0.0,5.764746958942106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,10.0,348.0,348.0,2.0,435904.0,0.0085003741364884,12.1396,1424.8156,19971,6.516,lệch phải mạnh,1.6882,0.0,0.0,2.0,1.4222454239942577,0.0,2.400988746109008,0.0,348.0,348.0,12.139597764869444,1424.8155517207315,306490.0
DEF_60_CNT_SOCIAL_CIRCLE,306490,1021,0.332,9,280721,91.592,0.100048941237887,0.0006544088378794,0.3622908039755738,0.0,0.1312546266452676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,24.0,24.0,0.0,30664.0,0.0012826413222437,5.2779,86.5629,25769,8.408,lệch phải mạnh,3.6211,0.0,0.0,0.0,0.100048941237887,0.0,0.3622908039755738,0.0,24.0,24.0,5.27787829269804,86.5628555880533,306490.0
INST_LATE_PAYMENT_RATE,291643,15868,5.16,4972,136644,46.853,0.0757919549394263,0.0002148539183272,0.116029668965055,0.0,0.0134628843087825,0.0,0.0,0.0,0.0,0.0,0.0185185185185185,0.0185185185185185,0.1111111111111111,0.1111111111111111,0.3291139240506329,0.5,1.0,1.0,0.1111111111111111,22104.1933349145,0.0004211136799213,2.1673,5.9562,21423,7.346,lệch phải mạnh,1.5309,0.0,0.0185185185185185,0.1111111111111111,0.0757919556955404,0.018518519,0.1160296699503302,0.0,1.0,1.0,2.1673006164592503,5.956217696869548,291643.0
INST_UNDERPAYMENT_RATE,291643,15868,5.16,4892,166497,57.089,0.0839829690417193,0.0002777338615402,0.1499873411228206,0.0,0.0224962029841219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109090909090909,0.109090909090909,0.4210526315789473,0.6666666666666666,1.0,1.0,0.109090909090909,24493.0453158902,0.0005443583686189,2.3848,6.11,32171,11.031,lệch phải mạnh,1.7859,0.0,0.0,0.109090909090909,0.0839829699869024,0.0,0.1499873427463863,0.0,1.0,1.0,2.3848282728216086,6.109985592452965,291643.0
INST_AMT_INSTALMENT_MEAN,291643,15868,5.16,288020,3,0.001,18392.6114987398,,23337.97227908364,,,0.0,2426.0475867809737,4010.742551785714,7799.513275862068,7799.513275862068,12572.652,12572.652,21376.13586805556,21376.13586805556,50687.889520559205,95971.21663500032,2504589.66,2504589.66,13576.62259219349,,,18.638,1117.1087,22250,7.629,lệch phải mạnh,1.2689,7799.513275862068,12572.652,21376.13586805556,,,,,,,,,
INST_TOTAL_PAYMENT_RATIO,291640,15871,5.161,142355,8,0.003,0.9918214642020684,,0.1362478353301255,,,0.0,0.655657967608923,0.7996599763392863,0.961237986516146,0.961237986516146,1.0,1.0,1.0,1.0,1.2243287702177428,1.580907829301773,5.48514101952473,5.48514101952473,0.0387620134838539,,,2.0866,14.4579,66307,22.736,lệch phải mạnh,0.1374,0.961237986516146,1.0,1.0,,,,,,,,,
INST_DAYS_LATE_POSITIVE_MEAN,291635,15876,5.163,23566,136636,46.852,1.0660101588875572,,9.10467381677396,,,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0384615384615384,0.5185185185185185,0.5185185185185185,3.6,14.270195652173552,1885.386363636364,1885.386363636364,0.5185185185185185,,,80.3208,11769.1,39297,13.475,lệch phải mạnh,8.5409,0.0,0.0384615384615384,0.5185185185185185,,,,,,,,,
INST_DAYS_LATE_POSITIVE_MAX,291635,15876,5.163,1642,136636,46.852,18.37555506026369,,110.65346188881298,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,35.0,357.0,2884.0,2884.0,9.0,,,13.2121,210.1663,34695,11.897,lệch phải mạnh,6.0218,0.0,1.0,9.0,,,,,,,,,
INST_AMT_PAYMENT_MEAN,291635,15876,5.163,288396,0,0.0,18754.310244850072,,25105.35612180993,,,0.189,2258.7761682692308,3776.4652451612906,7478.370187500001,7478.370187500001,12225.755769230767,12225.755769230767,21352.864652406417,21352.864652406417,54119.30701648352,106922.84776297733,2504589.66,2504589.4710000004,13874.494464906416,,,16.0985,850.0679,24082,8.258,lệch phải mạnh,1.3386,7478.370187500001,12225.755769230767,21352.864652406417,,,,,,,,,
INST_DAYS_EARLY_POSITIVE_MEAN,291635,15876,5.163,57205,802,0.275,12.267749865547556,,9.142992816800476,,,0.0,1.4723939393939396,3.255543113101904,6.6751623376623375,6.6751623376623375,10.12162162162162,10.12162162162162,15.142857142857142,15.142857142857142,28.2,45.55212121212095,295.0,295.0,8.467694805194805,,,3.6384,35.6262,15151,5.195,lệch phải mạnh,0.7453,6.6751623376623375,10.12162162162162,15.142857142857142,,,,,,,,,
INST_PAYMENT_RATIO_MIN,291632,15879,5.164,116715,954,0.327,0.5958911931779198,,0.4722038202400206,,,0.0,1.6871645202466695e-05,0.0001896148342662,0.0144443639732729,0.0144443639732729,1.0,1.0,1.0,1.0,1.0,1.0,1.6004950864800846,1.6004950864800846,0.985555636026727,,,-0.342,-1.8399,0,0.0,gần đối xứng,0.7924,0.0144443639732729,1.0,1.0,,,,,,,,,
INST_PAYMENT_RATIO_MEAN,291632,15879,5.164,42700,0,0.0,1.382974593589632,0.0558839076313157,30.17896588878728,1.0,910.7699824898372,0.3333333333333333,0.6666666666666666,0.7916666666666666,0.953846153846154,0.953846153846154,1.0,1.0,1.0,1.0,1.2480591600489968,2.0743128552725465,8482.446154543808,8482.112821210474,0.0461538461538459,403319.64694399,0.1095324589573789,159.9077,32788.9135,62855,21.553,lệch phải mạnh,21.8218,0.953846153846154,1.0,1.0,1.3829745945026264,1.0,30.17896589497124,0.33333334,8482.446,8482.11266666,159.90764870052166,32788.91233937852,291632.0
PREV_DAYS_DECISION_RECENT,291057,16454,5.351,2922,0,0.0,-480.8168193858935,,540.1860885259887,,,-2922.0,-2590.0,-1770.0,-595.0,-595.0,-299.0,-299.0,-147.0,-147.0,-22.0,-5.0,-1.0,2921.0,448.0,,,-2.2244,5.1324,23982,8.24,lệch trái mạnh,-1.1235,-595.0,-299.0,-147.0,,,,,,,,,
PREV_CANCELED_RATE,291057,16454,5.351,362,180331,61.957,0.1251324380692123,,0.1869656093146297,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.6666666666666666,1.0,1.0,0.25,,,1.3383,0.8475,4716,1.62,lệch phải mạnh,1.4941,0.0,0.0,0.25,,,,,,,,,
PREV_DAYS_DECISION_OLDEST,291057,16454,5.351,2921,0,0.0,-1539.8220760881889,,864.664261709607,,,-2922.0,-2902.0,-2820.0,-2391.0,-2391.0,-1503.0,-1503.0,-725.0,-725.0,-305.0,-172.0,-2.0,2920.0,1666.0,,,-0.0505,-1.4149,0,0.0,gần đối xứng,-0.5615,-2391.0,-1503.0,-725.0,,,,,,,,,
PREV_APPROVAL_RATE,291057,16454,5.351,362,992,0.341,0.7488553255770103,0.0004862525944789,0.262331812489157,1.0,0.0688179785908907,0.0,0.1428571428571428,0.2777777777777778,0.5,0.5,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,217959.585617208,0.0009530550851787,-0.5785,-0.8786,0,0.0,lệch trái vừa,0.3503,0.5,0.8,1.0,0.7488553294275966,0.8,0.262331810101045,0.0,1.0,1.0,-0.5784797696191738,-0.8785558199031827,291057.0
PREV_DAYS_DECISION_MEAN,291057,16454,5.351,60029,0,0.0,-919.5741567654007,,577.7659366505625,,,-2922.0,-2635.0,-2088.0,-1247.0,-1247.0,-789.0,-789.0,-466.8,-466.8,-232.0,-139.0,-2.0,2920.0,780.2,,,-0.9894,0.5647,6868,2.36,lệch trái vừa,-0.6283,-1247.0,-789.0,-466.8,,,,,,,,,
PREV_AMT_CREDIT_MAX,291057,16454,5.351,58510,227,0.078,413865.5665423268,,457538.38266570587,,,0.0,20520.0,38331.0,104431.5,104431.5,225000.0,225000.0,547344.0,547344.0,1350000.0,2076157.0800000064,4509688.5,4509688.5,442912.5,,,2.0005,5.0273,23933,8.223,lệch phải mạnh,1.1055,104431.5,225000.0,547344.0,,,,,,,,,
PREV_AMT_APPLICATION_MAX,291057,16454,5.351,48662,1015,0.349,374590.4658421031,,421995.1349588207,,,0.0,19935.0,37482.3,98311.5,98311.5,202500.0,202500.0,454500.0,454500.0,1282500.0,1935000.0,5850000.0,5850000.0,356188.5,,,2.1105,5.687,29349,10.084,lệch phải mạnh,1.1266,98311.5,202500.0,454500.0,,,,,,,,,
PREV_AMT_CREDIT_MEAN,291057,16454,5.351,210626,227,0.078,170070.01881090883,,165737.17839751832,,,0.0,16811.34,29322.0,66849.42857142857,66849.42857142857,117450.0,117450.0,216072.0,216072.0,480402.3000000001,787620.96,4050000.0,4050000.0,149222.57142857142,,,3.2939,23.1197,18673,6.416,lệch phải mạnh,0.9745,66849.42857142857,117450.0,216072.0,,,,,,,,,
PREV_AMT_APPLICATION_MEAN,291057,16454,5.351,191746,1015,0.349,154005.4864227312,,153287.83105431648,,,0.0,14263.02,27420.24,61925.7375,61925.7375,106002.0,106002.0,191250.0,191250.0,441000.0,732384.0514285715,4050000.0,4050000.0,129324.2625,,,3.588,27.5099,20369,6.998,lệch phải mạnh,0.9953,61925.7375,106002.0,191250.0,,,,,,,,,
PREV_REFUSAL_RATE,291057,16454,5.351,397,190763,65.541,0.1109016205101216,0.0003417041591645,0.184348362413965,0.0,0.0339843195443438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7272727272727273,1.0,1.0,0.2,32278.693358874,0.0006697401519625,1.7248,2.4479,11158,3.834,lệch phải mạnh,1.6623,0.0,0.0,0.2,0.1109016218777559,0.0,0.1843483646370204,0.0,1.0,1.0,1.7247736176334416,2.447942814879497,291057.0
PREV_AMT_ANNUITY_MEAN,290640,16871,5.486,267474,1,0.0,14532.05278087016,,10007.483471519216,,,0.0,2700.36765,4253.995875,7835.9671875,7835.9671875,11984.355,11984.355,18330.3135,18330.3135,33068.810999999994,50074.54942499989,300425.445,300425.445,10494.3463125,,,2.5319,15.9805,13063,4.495,lệch phải mạnh,0.6886,7835.9671875,11984.355,18330.3135,,,,,,,,,
PREV_CREDIT_APPLICATION_RATIO_MEAN,290042,17469,5.681,243473,0,0.0,1.018117832542118,,0.1036207550302227,,,0.2,0.7092904854821501,0.8545194902983799,0.9727882665982318,0.9727882665982318,1.0209517219991842,1.0209517219991842,1.0768892517794282,1.0768892517794282,1.1607065477427108,1.2446960355380765,10.18,9.98,0.1041009851811963,,,3.4129,275.7796,13209,4.554,lệch phải mạnh,0.1018,0.9727882665982318,1.0209517219991842,1.0768892517794282,,,,,,,,,
POS_SK_DPD_DEF_MEAN,289444,18067,5.875,4471,249554,86.218,0.214863224878405,,12.9263048803181,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3555555555555555,1.4615384615384617,1740.5544554455446,1740.5544554455446,0.0,,,102.1983,11181.8843,39890,13.782,lệch phải mạnh,60.1606,0.0,0.0,0.0,,,,,,,,,
POS_SK_DPD_DEF_MAX,289444,18067,5.875,200,249554,86.218,1.46882989455646,,30.609585895560578,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,3373.0,3373.0,0.0,,,86.7012,8092.3664,39890,13.782,lệch phải mạnh,20.8394,0.0,0.0,0.0,,,,,,,,,
POS_SK_DPD_MAX,289444,18067,5.875,1919,234761,81.108,15.69764444935808,,153.16924603468092,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,314.0,4231.0,4231.0,0.0,,,14.7487,246.6101,54683,18.892,lệch phải mạnh,9.7575,0.0,0.0,0.0,,,,,,,,,
POS_MONTHS_BALANCE_OLDEST,289444,18067,5.875,96,0,0.0,-52.703341579027374,,29.61049979978734,,,-96.0,-96.0,-96.0,-81.0,-81.0,-51.0,-51.0,-25.0,-25.0,-10.0,-6.0,-1.0,95.0,56.0,,,-0.0417,-1.4265,0,0.0,gần đối xứng,-0.5618,-81.0,-51.0,-25.0,,,,,,,,,
POS_MONTHS_BALANCE_RECENT,289444,18067,5.875,96,0,0.0,-12.56070949821036,,18.66288767927002,,,-96.0,-84.0,-60.0,-15.0,-15.0,-4.0,-4.0,-2.0,-2.0,-1.0,-1.0,-1.0,95.0,13.0,,,-2.2933,4.9259,31619,10.924,lệch trái mạnh,-1.4858,-15.0,-4.0,-2.0,,,,,,,,,
POS_SK_DPD_MEAN,289444,18067,5.875,10768,234761,81.108,4.406493281207455,,60.38837180294773,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,41.92528409090929,2622.078431372549,2622.078431372549,0.0,,,20.1257,479.3256,54683,18.892,lệch phải mạnh,13.7044,0.0,0.0,0.0,,,,,,,,,
POS_DPD_DEF_MONTH_RATE,289444,18067,5.875,1258,249554,86.218,0.0101869222182738,,0.039995845350619,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.1904761904761904,1.0,1.0,0.0,,,7.5419,85.4333,39890,13.782,lệch phải mạnh,3.9262,0.0,0.0,0.0,,,,,,,,,
POS_DPD_MONTH_RATE,289444,18067,5.875,2499,234761,81.108,0.0216414605286144,0.0001485633070518,0.0799270586881941,0.0,0.006388334791382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1219512195121951,0.4166666666666667,1.0,1.0,0.0,6263.9909649261,0.0002911840818215,6.5833,54.1044,54683,18.892,lệch phải mạnh,3.6932,0.0,0.0,0.0,0.0216414607486287,0.0,0.0799270591938803,0.0,1.0,1.0,6.58327459705719,54.10440398315756,289444.0
POS_CNT_INSTALMENT_MAX,289420,18091,5.883,61,0,0.0,20.426173035726627,,13.949578260279118,,,1.0,4.0,6.0,12.0,12.0,12.0,12.0,24.0,24.0,48.0,60.0,84.0,83.0,12.0,,,1.3049,0.9647,27794,9.603,lệch phải mạnh,0.6829,12.0,12.0,24.0,,,,,,,,,
POS_CNT_INSTALMENT_FUTURE_MEAN,289420,18091,5.883,39840,497,0.172,9.178496837012332,,6.532598693786712,,,0.0,1.3948531211750306,2.8,5.0,5.0,6.95,6.95,11.674488652283552,11.674488652283552,22.5,32.2353852080123,60.0,60.0,6.674488652283552,,,1.9206,5.169,16223,5.605,lệch phải mạnh,0.7117,5.0,6.95,11.674488652283552,,,,,,,,,
POS_CNT_INSTALMENT_FUTURE_MIN,289420,18091,5.883,61,261924,90.5,0.5635305092944509,,2.765748102435567,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,60.0,60.0,0.0,,,8.5278,102.3339,27496,9.5,lệch phải mạnh,4.9079,0.0,0.0,0.0,,,,,,,,,
POS_CNT_INSTALMENT_MEAN,289420,18091,5.883,41222,0,0.0,14.63977423475534,,7.96773382191413,,,1.0,4.0,5.909090909090909,9.625,9.625,12.0,12.0,18.55555555555556,18.55555555555556,30.266713615023463,40.875,72.0,71.0,8.93055555555556,,,1.4995,3.0418,11725,4.051,lệch phải mạnh,0.5443,9.625,12.0,18.55555555555556,,,,,,,,,
AMT_REQ_CREDIT_BUREAU_WEEK,265992,41519,13.502,9,257456,96.791,0.0343619356973142,0.0003968729198106,0.2046848758128245,0.0,0.0418958983865113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.0,9140.0,0.0007778709228289,9.2936,166.7522,8536,3.209,lệch phải mạnh,5.9567,0.0,0.0,0.0,0.0343619356973142,0.0,0.2046848758128245,0.0,8.0,8.0,9.293572551814965,166.75223002011418,265992.0
AMT_REQ_CREDIT_BUREAU_HOUR,265992,41519,13.502,5,264366,99.389,0.0064024481939306,0.0001625789316303,0.0838491284474772,0.0,0.0070306763414015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1703.0,0.0003186547059953,14.5341,254.2436,1626,0.611,lệch phải mạnh,13.0964,0.0,0.0,0.0,0.0064024481939306,0.0,0.0838491284474772,0.0,4.0,4.0,14.534062061826708,254.24361965653017,265992.0
AMT_REQ_CREDIT_BUREAU_MON,265992,41519,13.502,24,222233,83.549,0.2673952600078197,0.0017760791757135,0.9160023961526176,0.0,0.8390603897573369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,27.0,27.0,0.0,71125.0,0.0034811151843984,7.8048,90.4349,43759,16.451,lệch phải mạnh,3.4256,0.0,0.0,0.0,0.2673952600078197,0.0,0.9160023961526176,0.0,27.0,27.0,7.804848087437465,90.434857203493,265992.0
