variable,count,mean,standard_error,median,mode,std,variance,kurtosis,skewness,range,minimum,maximum,sum,confidence_level_95
BUREAU_DEBT_TO_CREDIT_MEAN,254877,0.4299125763416024,0.05109421084481778,0.1882082,0.0,25.795088317584398,665.3865813119791,59869.62730449171,232.31084050101433,7899.53117,-155.21317,7744.318,109574.8277202186,0.10014465325584285
BUREAU_ACTIVE_RATE,263491,0.41297189012216734,0.00060081067762197,0.375,0.0,0.3084043784944716,0.09511326067456129,-0.6151908120890859,0.4771590062798161,1.0,0.0,1.0,108814.37630018,0.0011775889281390613
BUREAU_OVERDUE_RATE,263491,0.002914898874834434,6.791525465636872e-05,0.0,0.0,0.03486183365697435,0.0012153474459265497,443.03380466508685,18.76675767435037,1.0,0.0,1.0,768.0496194289999,0.00013311389912648268
BUREAU_DEBT_TO_CREDIT_SUM_RATIO,262408,0.28228697854158546,0.0008810922621814589,0.209140225,0.0,0.45134633767330923,0.2037135165311089,87257.73641128364,-224.02707837369965,183.07833,-175.28923,7.7891,74074.36146514036,0.0017269408338756594
BB_MONTH_COUNT,92231,159.3998980819898,0.5241817047638918,110.0,12.0,159.19166226977552,25341.985336214268,6.7109611965929865,2.0418464731766455,2656.0,1.0,2657.0,14701612.0,1.027396141337228
BB_OVERDUE_MONTH_COUNT,92231,2.3995619694029124,0.027645967786942532,0.0,0.0,8.395957979957357,70.49211040120963,257.63914115586545,11.574859947984178,396.0,0.0,396.0,221314.0,0.054186096862407364
BB_OVERDUE_MONTH_RATE,92231,0.01780140606624855,0.00018462776299523517,0.0,0.0,0.05607063395240086,0.003143915991824128,68.37829532990753,6.932470534932332,1.0,0.0,1.0,1641.84148289617,0.00036187041547066094
PREV_APPLICATION_COUNT,291057,4.857127641664691,0.007686867847255196,4.0,1.0,4.1470420503131376,17.197957767065393,10.475181760825846,2.3122378522356755,72.0,1.0,73.0,1413701.0,0.015066260980620184
PREV_APPROVED_COUNT,291057,3.044417416519788,0.0039380899860056605,3.0,1.0,2.124587685700116,4.513872834228574,3.8741950286459295,1.5839093971847438,27.0,0.0,27.0,886099.0,0.007718656372571095
PREV_REFUSED_COUNT,291057,0.8430994616174838,0.0033621457793483987,0.0,0.0,1.8138675209850728,3.2901153836845336,50.80761374044639,4.876493429736634,68.0,0.0,68.0,245390.0,0.006589805727522861
PREV_CREDIT_MEAN,291057,170070.01881090883,307.2068651009902,117450.0,45000.0,165737.17839751832,27468812303.17082,23.11973081711772,3.2939108904862486,4050000.0,0.0,4050000.0,49500069465.04669,602.1254555979408
PREV_CREDIT_SUM,291057,953716.1846199713,2755.572494545611,427788.0,45000.0,1486623.0608670353,2210048125101.673,49.65928543830943,5.013013760063027,41461128.0,0.0,41461128.0,277585771546.935,5400.922089309397
PREV_ANNUITY_MEAN,290640,14532.05278087016,18.562958299777726,11984.355,2250.0,10007.483471519217,100149725.43273033,15.980501976795823,2.531858529285752,300425.445,0.0,300425.445,4223595820.2321033,36.383398267564345
PREV_APPROVAL_RATE,291057,0.7488553294275966,0.0004862525944789287,0.8,1.0,0.26233181010104506,0.06881797859089077,-0.8785558199031827,-0.5784797696191738,1.0,0.0,1.0,217959.58561720798,0.0009530550851787002
PREV_REFUSAL_RATE,291057,0.1109016218777559,0.0003417041591645759,0.0,0.0,0.18434836463702048,0.03398431954434387,2.4479428148794975,1.7247736176334416,1.0,0.0,1.0,32278.693358874,0.0006697401519625688
INST_PAYMENT_COUNT,291643,39.745826232757175,0.0754365170280828,25.0,12.0,40.738722575403216,1659.6435170756677,4.344776514664376,1.9831690464595917,371.0,1.0,372.0,11591592.0,0.14785557337504227
INST_LATE_PAYMENT_COUNT,291643,3.407004454075702,0.011845804418127052,1.0,0.0,6.397206006911907,40.924244694869785,23.952638228436616,3.812456330751788,159.0,0.0,159.0,993629.0,0.02321777665952902
INST_UNDERPAYMENT_COUNT,291643,3.8399721577407995,0.014844339070681667,0.0,0.0,8.016534100992395,64.26481899237393,24.566795340696604,4.000891518202302,154.0,0.0,154.0,1119901.0,0.029094904578536068
INST_DAYS_LATE_MEAN,291635,-11.201739706237968,0.02434944345950072,-9.541667,-9.0,13.149488546787662,172.90904904209992,2769.2360301110307,25.887626278865113,2179.2046,-295.0,1884.2046,-3266819.3592287097,0.04772490918062141
INST_DAYS_LATE_MAX,291635,16.231261679839527,0.20572166081316182,1.0,0.0,111.09636354474098,12342.401992865252,207.7981651863332,13.109836659277706,3040.0,-156.0,2884.0,4733604.0,0.40321445519379717
INST_PAYMENT_RATIO_MEAN,291632,1.3829745945026264,0.055883907631315774,1.0,1.0,30.17896589497124,910.7699824898372,32788.91233937852,159.90764870052166,8482.11266666,0.33333334,8482.446,403319.64694398997,0.10953245895737891
INST_UNDERPAYMENT_MEAN,291635,-363.8559712111463,9.649360924665789,0.0,0.0,5210.967600707328,27154183.335621487,352.8287226621961,-12.197416309165241,483642.70499999996,-337496.805,146145.9,-106113136.16416265,18.912747412344945
INST_LATE_PAYMENT_RATE,291643,0.07579195569554044,0.0002148539183272189,0.018518519,0.0,0.1160296699503302,0.013462884308782562,5.9562176968695475,2.1673006164592503,1.0,0.0,1.0,22104.1933349145,0.00042111367992134907
INST_UNDERPAYMENT_RATE,291643,0.08398296998690248,0.0002777338615402738,0.0,0.0,0.14998734274638634,0.02249620298412197,6.109985592452965,2.3848282728216086,1.0,0.0,1.0,24493.045315890202,0.0005443583686189367
POS_MONTH_COUNT,289444,29.516504056052295,0.04517571582617744,22.0,13.0,24.30453511448346,590.7104271311596,4.642781277640427,1.8332211072356521,294.0,1.0,295.0,8543375.0,0.08854440301930777
POS_DPD_MONTH_COUNT,289444,0.8951887066237337,0.009066296214070988,0.0,0.0,4.8776673631701915,23.791638905735653,200.68575613494113,12.827826327653105,120.0,0.0,120.0,259107.0,0.017769940579579136
POS_DPD_MEAN,289444,4.406493291039336,0.11224604466964275,0.0,0.0,60.388372032267796,3646.7554767075835,479.3256147851211,20.125659088053936,2622.0784,0.0,2622.0784,1275433.0441315896,0.22000224755249978
POS_DPD_DEF_MEAN,289444,0.21486322626127025,0.02402658920296248,0.0,0.0,12.926304991193815,167.08936072536216,11181.884353916896,102.1983361813906,1740.5544,0.0,1740.5544,62190.8716619671,0.04709211483780646
POS_DPD_MONTH_RATE,289444,0.02164146074862875,0.00014856330705182228,0.0,0.0,0.07992705919388038,0.006388334791382058,54.10440398315756,6.58327459705719,1.0,0.0,1.0,6263.9909649261,0.00029118408182157165
CC_MONTH_COUNT,86905,37.143605086013466,0.11431108474339505,22.0,96.0,33.69851226678068,1135.589728994368,-1.0521704517836,0.7733392634089002,191.0,1.0,192.0,3227965.0,0.22404972609705429
CC_BALANCE_MEAN,86905,71459.92695171312,369.93825715701786,26793.606315789475,0.0,109056.51822604671,11893324167.588058,8.730190878533936,2.5960318045164836,931616.5561295683,-2930.232558139535,928686.3235714288,6210224951.738628,725.078984027755
CC_BALANCE_MAX,86905,144501.30662948044,586.197447244252,97424.325,0.0,172808.97920844323,29862943295.064163,3.903220652078853,1.8132184448457684,1354829.265,0.0,1354829.265,12557886052.634998,1148.946996598734
CC_CREDIT_LIMIT_MEAN,86905,208260.57926247033,649.7020987544895,149727.27272727274,45000.0,191529.93074800092,36683714372.33402,3.2234049230271347,1.8068744303739444,1350000.0,0.0,1350000.0,18098885640.804985,1273.4161135587995
CC_UTILIZATION_MEAN,86036,0.32698070726256107,0.0011093598564869793,0.253387235,0.0,0.32539625611917605,0.10588272349637641,-1.027757876766824,0.5573856361219648,2.2236381859999996,-0.084848486,2.1387897,28132.112130041703,0.0021743453187144796
CC_UTILIZATION_MAX,86036,0.6310725946868578,0.0016434369361113053,0.952639125,0.0,0.48205117848057355,0.2323733386745098,1.7902232127089541,-0.23502390856666355,11.77751,0.0,11.77751,54294.9617564785,0.0032211363947781584
CC_DPD_MONTH_COUNT,86905,1.543328922386514,0.021160690670312978,0.0,0.0,6.238098393763128,38.91387157027012,58.06426599149271,6.981681988588162,94.0,0.0,94.0,134123.0,0.041474953713813434
CC_DPD_MEAN,86905,4.209092931420218,0.1512984994632969,0.0,0.0,44.602274150005535,1989.3628593522517,233.48751640360769,13.853989286473242,1386.9479,0.0,1386.9479,365791.22120507405,0.29654505894806193
CC_DPD_MONTH_RATE,86905,0.020785264262286406,0.00026316045682551846,0.0,0.0,0.07757879213878027,0.006018468989712076,49.39393579283981,6.425202134167016,0.9894737,0.0,0.9894737,1806.3433907140002,0.0005157944953780161
HAS_BUREAU_HISTORY,307511,0.8568506492450677,0.0006315643898516943,1.0,1.0,0.3502256601206603,0.12265801300695227,2.15283008554385,-2.0378459421507116,1.0,0.0,1.0,263491.0,0.0012378662041093208
HAS_BUREAU_BALANCE_HISTORY,307511,0.29992748226892696,0.000826323347695284,0.0,0.0,0.45822665838973664,0.2099716704590244,-1.2374378794448724,0.8732526373770539,1.0,0.0,1.0,92231.0,0.0016195937614827567
HAS_PREVIOUS_APPLICATION,307511,0.9464929709831518,0.0004058209784171954,1.0,1.0,0.22504264385512554,0.05064419155330488,13.745908236631916,-3.968100154430464,1.0,0.0,1.0,291057.0,0.000795409117697703
HAS_INSTALLMENT_HISTORY,307511,0.9483985938714388,0.00039892990831835495,1.0,1.0,0.2212212922826107,0.048938860159188274,14.433980051290671,-4.0538729845847525,1.0,0.0,1.0,291643.0,0.0007819026203039757
HAS_POS_CASH_HISTORY,307511,0.9412476301660754,0.0004240675300576276,1.0,1.0,0.23516102718369905,0.05530070870609244,12.083225678320744,-3.752751935725113,1.0,0.0,1.0,289444.0,0.0008311723589129501
HAS_CREDIT_CARD_HISTORY,307511,0.2826077766323806,0.0008119714605957323,0.0,0.0,0.4502680096530686,0.20274128051693588,-1.0675871935037298,0.9656188429948596,1.0,0.0,1.0,86905.0,0.0015914640627676354
